# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
3.456249999999999600e-01 9.843750000000000000e-01 6.737500000000000711e-01 6.625000000000000333e-02 1.026250000000000107e+00 -5.943125000000000213e-01 -4.687500000000000000e+00 -1.562500000000000000e+00 -2.187500000000000000e+00 4.062500000000000000e+00 1.812500000000000000e+00
4.406249999999999889e-01 6.093750000000000000e-01 5.837499999999999911e-01 3.624999999999999750e-02 9.762500000000000622e-01 -1.843812500000000076e+00 -2.187500000000000000e+00 9.375000000000000000e-01 3.125000000000000000e-01 1.562500000000000000e+00 3.125000000000000000e-01
2.506249999999999867e-01 8.593750000000000000e-01 7.637500000000000400e-01 5.625000000000000833e-02 8.762499999999999734e-01 -1.010812500000000114e+00 2.812500000000000000e+00 -4.062500000000000000e+00 -4.687500000000000000e+00 -3.437500000000000000e+00 1.312500000000000000e+00
2.981249999999999734e-01 5.468750000000000000e-01 7.187500000000000000e-01 4.125000000000000194e-02 1.001249999999999973e+00 -8.025625000000000675e-01 1.562500000000000000e+00 -3.125000000000000000e-01 4.062500000000000000e+00 3.125000000000000000e-01 6.250000000000000000e-02
4.881249999999999756e-01 7.968750000000000000e-01 8.987500000000000488e-01 6.125000000000000583e-02 9.012499999999999956e-01 -1.635562500000000030e+00 -3.437500000000000000e+00 4.687500000000000000e+00 -9.375000000000000000e-01 -4.687500000000000000e+00 1.062500000000000000e+00
3.931250000000000022e-01 6.718750000000000000e-01 8.087500000000000799e-01 3.125000000000000000e-02 9.512500000000000400e-01 -3.860624999999999751e-01 -9.375000000000000000e-01 -2.812500000000000000e+00 1.562500000000000000e+00 -2.187500000000000000e+00 5.625000000000000000e-01
2.031250000000000000e-01 9.218750000000000000e-01 6.287500000000000311e-01 5.125000000000000389e-02 1.051250000000000018e+00 -1.219062500000000160e+00 4.062500000000000000e+00 2.187500000000000000e+00 -3.437500000000000000e+00 2.812500000000000000e+00 1.562500000000000000e+00
1.793750000000000067e-01 5.781250000000000000e-01 7.412500000000000755e-01 6.375000000000000111e-02 1.038750000000000062e+00 -1.323187499999999961e+00 9.375000000000000000e-01 -3.437500000000000000e+00 4.687500000000000000e+00 -3.125000000000000000e-01 1.687500000000000000e+00
3.693750000000000089e-01 8.281250000000000000e-01 5.612500000000000266e-01 4.374999999999999722e-02 9.387499999999999734e-01 -4.901874999999999982e-01 -4.062500000000000000e+00 1.562500000000000000e+00 -3.125000000000000000e-01 4.687500000000000000e+00 6.875000000000000000e-01
4.643749999999999822e-01 7.031250000000000000e-01 6.512499999999999956e-01 5.375000000000000611e-02 8.887500000000000400e-01 -1.739687500000000053e+00 -1.562500000000000000e+00 -9.375000000000000000e-01 2.187500000000000000e+00 2.187500000000000000e+00 1.187500000000000000e+00
2.743750000000000355e-01 9.531250000000000000e-01 8.312500000000000444e-01 3.375000000000000222e-02 9.887500000000000178e-01 -9.066875000000000906e-01 3.437500000000000000e+00 4.062500000000000000e+00 -2.812500000000000000e+00 -2.812500000000000000e+00 1.875000000000000000e-01
2.268749999999999933e-01 6.406250000000000000e-01 6.062500000000000666e-01 6.875000000000000555e-02 9.137500000000000622e-01 -1.114937499999999915e+00 2.187500000000000000e+00 3.125000000000000000e-01 3.437500000000000000e+00 9.375000000000000000e-01 1.437500000000000000e+00
4.168749999999999956e-01 8.906250000000000000e-01 7.862500000000000044e-01 4.875000000000000167e-02 1.013749999999999929e+00 -1.947937500000000099e+00 -2.812500000000000000e+00 -4.687500000000000000e+00 -1.562500000000000000e+00 -4.062500000000000000e+00 4.375000000000000000e-01
3.218750000000000222e-01 5.156250000000000000e-01 8.762499999999999734e-01 5.875000000000000361e-02 1.063749999999999973e+00 -6.984375000000000444e-01 -3.125000000000000000e-01 2.812500000000000000e+00 9.375000000000000000e-01 -1.562500000000000000e+00 1.937500000000000000e+00
1.318749999999999922e-01 7.656250000000000000e-01 6.962500000000000355e-01 3.874999999999999972e-02 9.637499999999999956e-01 -1.531437500000000007e+00 4.687500000000000000e+00 -2.187500000000000000e+00 -4.062500000000000000e+00 3.437500000000000000e+00 9.375000000000000000e-01
1.378125000000000044e-01 6.328125000000000000e-01 7.693750000000000311e-01 5.312500000000000555e-02 1.010625000000000107e+00 -9.327187500000000409e-01 -2.343750000000000000e+00 1.718750000000000000e+00 7.812500000000000000e-01 -4.531250000000000000e+00 4.062500000000000000e-01
3.278125000000000067e-01 8.828125000000000000e-01 5.893750000000000933e-01 3.312500000000000167e-02 9.106250000000000178e-01 -1.765718750000000004e+00 2.656250000000000000e+00 -3.281250000000000000e+00 -4.218750000000000000e+00 4.687500000000000000e-01 1.406250000000000000e+00
4.228124999999999800e-01 5.078125000000000000e-01 6.793750000000000622e-01 6.312500000000001443e-02 9.606250000000000622e-01 -5.162187500000001705e-01 1.562500000000000000e-01 4.218750000000000000e+00 3.281250000000000000e+00 2.968750000000000000e+00 9.062500000000000000e-01
2.328124999999999778e-01 7.578125000000000000e-01 8.593750000000000000e-01 4.312500000000000361e-02 1.060625000000000151e+00 -1.349218749999999911e+00 -4.843750000000000000e+00 -7.812500000000000000e-01 -1.718750000000000000e+00 -2.031250000000000000e+00 1.906250000000000000e+00
2.803124999999999645e-01 5.703125000000000000e-01 6.343750000000000222e-01 5.812500000000000305e-02 9.356250000000000400e-01 -1.557468749999999957e+00 -1.093750000000000000e+00 -4.531250000000000000e+00 2.031250000000000000e+00 4.218750000000000000e+00 6.562500000000000000e-01
4.703125000000000222e-01 8.203125000000000000e-01 8.143750000000000711e-01 3.812499999999999917e-02 1.035625000000000018e+00 -7.244687499999999947e-01 3.906250000000000000e+00 4.687500000000000000e-01 -2.968750000000000000e+00 -7.812500000000000000e-01 1.656250000000000000e+00
3.753124999999999933e-01 6.953125000000000000e-01 9.043750000000000400e-01 6.812500000000000500e-02 9.856249999999999734e-01 -1.973968750000000050e+00 1.406250000000000000e+00 -2.031250000000000000e+00 4.531250000000000000e+00 -3.281250000000000000e+00 1.562500000000000000e-01
1.853124999999999911e-01 9.453125000000000000e-01 7.243749999999999911e-01 4.812500000000000111e-02 8.856249999999999956e-01 -1.140968750000000087e+00 -3.593750000000000000e+00 2.968750000000000000e+00 -4.687500000000000000e-01 1.718750000000000000e+00 1.156250000000000000e+00
2.090624999999999845e-01 5.390625000000000000e-01 8.368750000000000355e-01 3.562500000000000389e-02 8.981250000000000622e-01 -1.036843750000000064e+00 -1.718750000000000000e+00 -1.406250000000000000e+00 1.406250000000000000e+00 -3.906250000000000000e+00 1.031250000000000000e+00
3.990624999999999867e-01 7.890625000000000000e-01 6.568750000000000977e-01 5.562500000000000777e-02 9.981250000000000400e-01 -1.869843750000000027e+00 3.281250000000000000e+00 3.593750000000000000e+00 -3.593750000000000000e+00 1.093750000000000000e+00 3.125000000000000000e-02
4.940625000000000155e-01 6.640625000000000000e-01 5.668750000000000178e-01 4.562499999999999889e-02 1.048124999999999973e+00 -6.203437499999999716e-01 7.812500000000000000e-01 -3.906250000000000000e+00 3.906250000000000000e+00 3.593750000000000000e+00 1.531250000000000000e+00
3.040625000000000133e-01 9.140625000000000000e-01 7.468750000000000666e-01 6.562500000000000278e-02 9.481249999999999956e-01 -1.453343750000000156e+00 -4.218750000000000000e+00 1.093750000000000000e+00 -1.093750000000000000e+00 -1.406250000000000000e+00 5.312500000000000000e-01
2.565625000000000266e-01 7.265625000000000000e-01 7.018750000000000266e-01 3.062499999999999944e-02 1.023125000000000062e+00 -1.245093750000000110e+00 -4.687500000000000000e-01 4.843750000000000000e+00 1.562500000000000000e-01 4.843750000000000000e+00 1.781250000000000000e+00
4.465624999999999734e-01 9.765625000000000000e-01 8.818749999999999645e-01 5.062500000000000333e-02 9.231249999999999734e-01 -4.120937500000001474e-01 4.531250000000000000e+00 -1.562500000000000000e-01 -4.843750000000000000e+00 -1.562500000000000000e-01 7.812500000000000000e-01
3.515625000000000000e-01 6.015625000000000000e-01 7.918749999999999956e-01 4.062500000000000139e-02 8.731250000000000400e-01 -1.661593749999999980e+00 2.031250000000000000e+00 2.343750000000000000e+00 2.656250000000000000e+00 -2.656250000000000000e+00 1.281250000000000000e+00
1.615624999999999978e-01 8.515625000000000000e-01 6.118750000000000577e-01 6.062500000000000527e-02 9.731250000000000178e-01 -8.285937500000000178e-01 -2.968750000000000000e+00 -2.656250000000000000e+00 -2.343750000000000000e+00 2.343750000000000000e+00 2.812500000000000000e-01
1.496875000000000011e-01 6.171875000000000000e-01 6.456250000000000044e-01 6.937500000000000611e-02 1.066875000000000018e+00 -3.600312500000000249e-01 2.968750000000000000e+00 -4.687500000000000000e-01 -1.406250000000000000e+00 -1.093750000000000000e+00 7.187500000000000000e-01
3.396875000000000311e-01 8.671875000000000000e-01 8.256250000000000533e-01 4.937500000000000222e-02 9.668750000000000400e-01 -1.193031249999999988e+00 -2.031250000000000000e+00 4.531250000000000000e+00 3.593750000000000000e+00 3.906250000000000000e+00 1.718750000000000000e+00
4.346875000000000044e-01 7.421875000000000000e-01 7.356249999999999734e-01 5.937500000000000416e-02 9.168749999999999956e-01 -7.765312500000001172e-01 -4.531250000000000000e+00 -2.968750000000000000e+00 -3.906250000000000000e+00 1.406250000000000000e+00 2.187500000000000000e-01
2.446875000000000022e-01 9.921875000000000000e-01 5.556250000000000355e-01 3.937500000000000028e-02 1.016874999999999973e+00 -1.609531250000000080e+00 4.687500000000000000e-01 2.031250000000000000e+00 1.093750000000000000e+00 -3.593750000000000000e+00 1.218750000000000000e+00
2.921874999999999889e-01 6.796875000000000000e-01 8.706249999999999822e-01 6.437500000000001554e-02 8.918749999999999734e-01 -1.817781249999999904e+00 4.218750000000000000e+00 3.281250000000000000e+00 -1.562500000000000000e-01 1.562500000000000000e-01 4.687500000000000000e-01
4.821874999999999911e-01 9.296875000000000000e-01 6.906250000000000444e-01 4.437499999999999778e-02 9.918750000000000622e-01 -9.847812499999999414e-01 -7.812500000000000000e-01 -1.718750000000000000e+00 4.843750000000000000e+00 -4.843750000000000000e+00 1.468750000000000000e+00
3.871875000000000178e-01 5.546875000000000000e-01 6.006250000000000755e-01 5.437500000000000666e-02 1.041875000000000107e+00 -1.401281250000000034e+00 -3.281250000000000000e+00 7.812500000000000000e-01 -2.656250000000000000e+00 -2.343750000000000000e+00 9.687500000000000000e-01
1.971875000000000155e-01 8.046875000000000000e-01 7.806250000000000133e-01 3.437500000000000278e-02 9.418750000000000178e-01 -5.682812500000000711e-01 1.718750000000000000e+00 -4.218750000000000000e+00 2.343750000000000000e+00 2.656250000000000000e+00 1.968750000000000000e+00
1.734374999999999944e-01 7.109375000000000000e-01 5.781250000000000000e-01 4.187500000000000250e-02 9.543749999999999734e-01 -6.724062500000000941e-01 3.593750000000000000e+00 1.562500000000000000e-01 -7.812500000000000000e-01 -4.687500000000000000e-01 1.843750000000000000e+00
3.634374999999999689e-01 9.609375000000000000e-01 7.581250000000000488e-01 6.187500000000000638e-02 1.054375000000000062e+00 -1.505406250000000057e+00 -1.406250000000000000e+00 -4.843750000000000000e+00 4.218750000000000000e+00 4.531250000000000000e+00 8.437500000000000000e-01
4.584374999999999978e-01 5.859375000000000000e-01 8.481250000000000178e-01 3.187500000000000056e-02 1.004375000000000018e+00 -1.088906249999999964e+00 -3.906250000000000000e+00 2.656250000000000000e+00 -3.281250000000000000e+00 2.031250000000000000e+00 1.343750000000000000e+00
2.684374999999999956e-01 8.359375000000000000e-01 6.681250000000000799e-01 5.187500000000000444e-02 9.043750000000000400e-01 -1.921906249999999927e+00 1.093750000000000000e+00 -2.343750000000000000e+00 1.718750000000000000e+00 -2.968750000000000000e+00 3.437500000000000000e-01
2.209375000000000089e-01 5.234375000000000000e-01 8.031250000000000888e-01 4.687500000000000000e-02 9.793749999999999956e-01 -1.713656250000000103e+00 4.843750000000000000e+00 -3.593750000000000000e+00 -2.031250000000000000e+00 7.812500000000000000e-01 1.093750000000000000e+00
4.109375000000000111e-01 7.734375000000000000e-01 6.231250000000000400e-01 6.687500000000000389e-02 8.793750000000000178e-01 -8.806562500000001403e-01 -1.562500000000000000e-01 1.406250000000000000e+00 2.968750000000000000e+00 -4.218750000000000000e+00 9.375000000000000000e-02
3.159374999999999822e-01 6.484375000000000000e-01 7.131250000000000089e-01 3.687499999999999806e-02 9.293750000000000622e-01 -1.297156250000000011e+00 -2.656250000000000000e+00 -1.093750000000000000e+00 -4.531250000000000000e+00 -1.718750000000000000e+00 1.593750000000000000e+00
1.259375000000000078e-01 8.984375000000000000e-01 8.931250000000000577e-01 5.687500000000000888e-02 1.029374999999999929e+00 -4.641562500000000480e-01 2.343750000000000000e+00 3.906250000000000000e+00 4.687500000000000000e-01 3.281250000000000000e+00 5.937500000000000000e-01
1.289062500000000000e-01 6.992187500000000000e-01 7.103125000000000133e-01 6.218750000000000666e-02 9.121875000000000400e-01 -5.552656250000000959e-01 -1.015625000000000000e+00 1.953125000000000000e+00 -2.578125000000000000e+00 -1.328125000000000000e+00 1.359375000000000000e+00
3.189062500000000022e-01 9.492187500000000000e-01 8.903125000000000622e-01 4.218750000000000278e-02 1.012187500000000018e+00 -1.388265625000000059e+00 3.984375000000000000e+00 -3.046875000000000000e+00 2.421875000000000000e+00 3.671875000000000000e+00 3.593750000000000000e-01
4.139062499999999756e-01 5.742187500000000000e-01 8.003124999999999822e-01 5.218750000000000472e-02 1.062187500000000062e+00 -9.717656249999999662e-01 1.484375000000000000e+00 4.453125000000000000e+00 -7.812500000000000000e-02 1.171875000000000000e+00 1.859375000000000000e+00
2.239062500000000011e-01 8.242187500000000000e-01 6.203125000000000444e-01 3.218750000000000083e-02 9.621874999999999734e-01 -1.804765624999999929e+00 -3.515625000000000000e+00 -5.468750000000000000e-01 4.921875000000000000e+00 -3.828125000000000000e+00 8.593750000000000000e-01
2.714062499999999600e-01 5.117187500000000000e-01 8.453125000000000222e-01 6.718750000000001110e-02 1.037187499999999929e+00 -1.596515624999999883e+00 -2.265625000000000000e+00 -4.296875000000000000e+00 -3.828125000000000000e+00 2.421875000000000000e+00 1.609375000000000000e+00
4.614062500000000178e-01 7.617187500000000000e-01 6.653125000000000844e-01 4.718750000000000722e-02 9.371875000000000622e-01 -7.635156250000001421e-01 2.734375000000000000e+00 7.031250000000000000e-01 1.171875000000000000e+00 -2.578125000000000000e+00 6.093750000000000000e-01
3.664062499999999889e-01 6.367187500000000000e-01 5.753125000000000044e-01 5.718750000000000222e-02 8.871875000000000178e-01 -1.180015625000000012e+00 2.343750000000000000e-01 -1.796875000000000000e+00 -1.328125000000000000e+00 -7.812500000000000000e-02 1.109375000000000000e+00
1.764062499999999867e-01 8.867187500000000000e-01 7.553125000000000533e-01 3.718749999999999833e-02 9.871874999999999956e-01 -3.470156250000000497e-01 -4.765625000000000000e+00 3.203125000000000000e+00 3.671875000000000000e+00 4.921875000000000000e+00 1.093750000000000000e-01
2.001562499999999800e-01 6.054687500000000000e-01 5.978125000000000799e-01 4.968750000000000250e-02 9.996875000000000622e-01 -4.511406250000000728e-01 -3.906250000000000000e-01 -2.421875000000000000e+00 -4.453125000000000000e+00 -1.953125000000000000e+00 2.343750000000000000e-01
3.901562499999999822e-01 8.554687500000000000e-01 7.778125000000000178e-01 6.968750000000001332e-02 8.996874999999999734e-01 -1.284140625000000036e+00 4.609375000000000000e+00 2.578125000000000000e+00 5.468750000000000000e-01 3.046875000000000000e+00 1.234375000000000000e+00
4.851562500000000111e-01 7.304687500000000000e-01 8.678125000000000977e-01 3.968750000000000056e-02 9.496875000000000178e-01 -8.676406249999999432e-01 2.109375000000000000e+00 -4.921875000000000000e+00 -1.953125000000000000e+00 5.468750000000000000e-01 7.343750000000000000e-01
2.951562500000000089e-01 9.804687500000000000e-01 6.878125000000000488e-01 5.968750000000000444e-02 1.049687500000000107e+00 -1.700640625000000128e+00 -2.890625000000000000e+00 7.812500000000000000e-02 3.046875000000000000e+00 -4.453125000000000000e+00 1.734375000000000000e+00
2.476562499999999944e-01 6.679687500000000000e-01 7.328125000000000888e-01 4.468750000000000500e-02 9.246874999999999956e-01 -1.908890624999999952e+00 -1.640625000000000000e+00 3.828125000000000000e+00 -3.203125000000000000e+00 1.796875000000000000e+00 9.843750000000000000e-01
4.376562500000000244e-01 9.179687500000000000e-01 5.528125000000000400e-01 6.468750000000000888e-02 1.024687499999999973e+00 -1.075890624999999989e+00 3.359375000000000000e+00 -1.171875000000000000e+00 1.796875000000000000e+00 -3.203125000000000000e+00 1.984375000000000000e+00
3.426562499999999956e-01 5.429687500000000000e-01 6.428125000000000089e-01 3.468749999999999611e-02 9.746875000000000400e-01 -1.492390625000000082e+00 8.593750000000000000e-01 1.328125000000000000e+00 -7.031250000000000000e-01 -7.031250000000000000e-01 4.843750000000000000e-01
1.526562499999999933e-01 7.929687500000000000e-01 8.228125000000000577e-01 5.468750000000000000e-02 8.746874999999999512e-01 -6.593906250000001190e-01 -4.140625000000000000e+00 -3.671875000000000000e+00 4.296875000000000000e+00 4.296875000000000000e+00 1.484375000000000000e+00
1.645312499999999900e-01 5.585937500000000000e-01 7.890625000000000000e-01 5.593750000000000111e-02 9.684375000000000622e-01 -1.127953124999999890e+00 4.296875000000000000e+00 -8.593750000000000000e-01 4.609375000000000000e+00 -2.890625000000000000e+00 1.546875000000000000e+00
3.545312499999999645e-01 8.085937500000000000e-01 6.090625000000000622e-01 3.593749999999999722e-02 1.068437500000000151e+00 -1.960953125000000075e+00 -7.031250000000000000e-01 4.140625000000000000e+00 -3.906250000000000000e-01 2.109375000000000000e+00 5.468750000000000000e-01
4.495312499999999933e-01 6.835937500000000000e-01 6.990625000000000311e-01 6.593750000000000999e-02 1.018437500000000107e+00 -7.114531250000000195e-01 -3.203125000000000000e+00 -3.359375000000000000e+00 2.109375000000000000e+00 4.609375000000000000e+00 1.046875000000000000e+00
2.595312499999999911e-01 9.335937500000000000e-01 8.790625000000000799e-01 4.593750000000000611e-02 9.184375000000000178e-01 -1.544453124999999982e+00 1.796875000000000000e+00 1.640625000000000000e+00 -2.890625000000000000e+00 -3.906250000000000000e-01 4.687500000000000000e-02
3.070312499999999778e-01 7.460937500000000000e-01 5.640625000000000222e-01 5.093750000000000361e-02 9.934375000000000844e-01 -1.336203124999999936e+00 3.046875000000000000e+00 2.890625000000000000e+00 3.359375000000000000e+00 3.359375000000000000e+00 1.296875000000000000e+00
4.970312499999999800e-01 9.960937500000000000e-01 7.440625000000000711e-01 3.093749999999999972e-02 8.934374999999999956e-01 -5.032031249999999734e-01 -1.953125000000000000e+00 -2.109375000000000000e+00 -1.640625000000000000e+00 -1.640625000000000000e+00 2.968750000000000000e-01
4.020312500000000067e-01 6.210937500000000000e-01 8.340625000000000400e-01 6.093750000000000555e-02 9.434375000000000400e-01 -1.752703125000000028e+00 -4.453125000000000000e+00 3.906250000000000000e-01 8.593750000000000000e-01 -4.140625000000000000e+00 1.796875000000000000e+00
2.120312500000000044e-01 8.710937500000000000e-01 6.540624999999999911e-01 4.093750000000000167e-02 1.043437500000000018e+00 -9.197031250000000657e-01 5.468750000000000000e-01 -4.609375000000000000e+00 -4.140625000000000000e+00 8.593750000000000000e-01 7.968750000000000000e-01
1.882812500000000111e-01 6.523437500000000000e-01 9.015625000000000444e-01 3.343750000000000194e-02 1.055937499999999973e+00 -8.155781250000000426e-01 4.921875000000000000e+00 1.015625000000000000e+00 2.734375000000000000e+00 -3.515625000000000000e+00 9.218750000000000000e-01
3.782812500000000133e-01 9.023437500000000000e-01 7.215625000000001066e-01 5.343749999999999889e-02 9.559374999999999956e-01 -1.648578125000000005e+00 -7.812500000000000000e-02 -3.984375000000000000e+00 -2.265625000000000000e+00 1.484375000000000000e+00 1.921875000000000000e+00
4.732812499999999867e-01 5.273437500000000000e-01 6.315625000000000266e-01 4.343750000000000389e-02 9.059375000000000622e-01 -3.990781250000001723e-01 -2.578125000000000000e+00 3.515625000000000000e+00 2.343750000000000000e-01 3.984375000000000000e+00 4.218750000000000000e-01
2.832812499999999845e-01 7.773437500000000000e-01 8.115624999999999645e-01 6.343750000000000777e-02 1.005937499999999929e+00 -1.232078125000000135e+00 2.421875000000000000e+00 -1.484375000000000000e+00 -4.765625000000000000e+00 -1.015625000000000000e+00 1.421875000000000000e+00
2.357812499999999978e-01 5.898437500000000000e-01 6.765625000000000666e-01 3.843749999999999944e-02 8.809375000000000400e-01 -1.440328125000000181e+00 3.671875000000000000e+00 -2.734375000000000000e+00 3.984375000000000000e+00 2.734375000000000000e+00 1.718750000000000000e-01
4.257812500000000000e-01 8.398437500000000000e-01 8.565625000000001155e-01 5.843750000000000333e-02 9.809375000000000178e-01 -6.073281249999999964e-01 -1.328125000000000000e+00 2.265625000000000000e+00 -1.015625000000000000e+00 -2.265625000000000000e+00 1.171875000000000000e+00
3.307812500000000266e-01 7.148437500000000000e-01 7.665625000000000355e-01 4.843750000000000139e-02 1.030937500000000062e+00 -1.856828125000000052e+00 -3.828125000000000000e+00 -2.343750000000000000e-01 1.484375000000000000e+00 -4.765625000000000000e+00 6.718750000000000000e-01
1.407812499999999967e-01 9.648437500000000000e-01 5.865625000000000977e-01 6.843750000000001221e-02 9.309374999999999734e-01 -1.023828125000000089e+00 1.171875000000000000e+00 4.765625000000000000e+00 -3.515625000000000000e+00 2.343750000000000000e-01 1.671875000000000000e+00
1.348437499999999845e-01 5.664062500000000000e-01 8.846875000000000711e-01 4.406250000000000444e-02 9.715624999999999956e-01 -1.206046875000000185e+00 -3.671875000000000000e+00 -3.828125000000000000e+00 1.640625000000000000e+00 -1.796875000000000000e+00 1.203125000000000000e+00
3.248437499999999867e-01 8.164062500000000000e-01 7.046875000000000222e-01 6.406250000000000833e-02 8.715625000000000178e-01 -3.730468750000000000e-01 1.328125000000000000e+00 1.171875000000000000e+00 -3.359375000000000000e+00 3.203125000000000000e+00 2.031250000000000000e-01
4.198437500000000155e-01 6.914062500000000000e-01 6.146875000000000533e-01 3.406250000000000250e-02 9.215625000000000622e-01 -1.622546875000000055e+00 3.828125000000000000e+00 -1.328125000000000000e+00 4.140625000000000000e+00 7.031250000000000000e-01 1.703125000000000000e+00
2.298437500000000133e-01 9.414062500000000000e-01 7.946874999999999911e-01 5.406249999999999944e-02 1.021562499999999929e+00 -7.895468750000000924e-01 -1.171875000000000000e+00 3.671875000000000000e+00 -8.593750000000000000e-01 -4.296875000000000000e+00 7.031250000000000000e-01
2.773437500000000000e-01 6.289062500000000000e-01 6.596874999999999822e-01 4.906250000000000194e-02 9.465624999999999734e-01 -9.977968750000001386e-01 -4.921875000000000000e+00 2.421875000000000000e+00 3.906250000000000000e-01 1.953125000000000000e+00 1.953125000000000000e+00
4.673437500000000022e-01 8.789062500000000000e-01 8.396875000000000311e-01 6.906249999999999889e-02 1.046562500000000062e+00 -1.830796875000000101e+00 7.812500000000000000e-02 -2.578125000000000000e+00 -4.609375000000000000e+00 -3.046875000000000000e+00 9.531250000000000000e-01
