# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
4.142773437500000266e-01 9.506835937500000000e-01 5.587890625000000444e-01 4.800781250000000361e-02 9.291796875000000178e-01 -1.487509765625000036e+00 -2.060546875000000000e+00 4.306640625000000000e+00 8.691406250000000000e-01 -4.697265625000000000e+00 1.572265625000000000e+00
3.192773437499999978e-01 5.756835937500000000e-01 6.487890625000000133e-01 5.800781250000000555e-02 8.791796874999999734e-01 -1.071009765624999943e+00 -4.560546875000000000e+00 -3.193359375000000000e+00 -1.630859375000000000e+00 -2.197265625000000000e+00 7.226562500000000000e-02
1.292773437499999956e-01 8.256835937500000000e-01 8.287890625000000622e-01 3.800781250000000167e-02 9.791796875000000622e-01 -1.904009765624999906e+00 4.394531250000000000e-01 1.806640625000000000e+00 3.369140625000000000e+00 2.802734375000000000e+00 1.072265625000000000e+00
1.263085937500000033e-01 5.249023437500000000e-01 6.403515625000000266e-01 4.269531249999999889e-02 9.588671874999999956e-01 -1.604650390625000034e+00 -1.826171875000000000e+00 4.697265625000000000e+00 -1.083984375000000000e+00 -1.962890625000000000e+00 8.378906250000000000e-01
3.163085937499999778e-01 7.749023437500000000e-01 8.203515624999999645e-01 6.269531250000000278e-02 1.058867187499999973e+00 -7.716503906250000711e-01 3.173828125000000000e+00 -3.027343750000000000e-01 3.916015625000000000e+00 3.037109375000000000e+00 1.837890625000000000e+00
4.113085937500000067e-01 6.499023437500000000e-01 7.303515625000001066e-01 3.269531249999999695e-02 1.008867187499999929e+00 -1.188150390625000163e+00 6.738281250000000000e-01 2.197265625000000000e+00 -3.583984375000000000e+00 5.371093750000000000e-01 3.378906250000000000e-01
2.213085937500000044e-01 8.999023437500000000e-01 5.503515625000000577e-01 5.269531250000000777e-02 9.088671875000000622e-01 -3.551503906249999787e-01 -4.326171875000000000e+00 -2.802734375000000000e+00 1.416015625000000000e+00 -4.462890625000000000e+00 1.337890625000000000e+00
2.688085937499999911e-01 7.124023437500000000e-01 8.653515625000001155e-01 4.769531250000000333e-02 9.838671875000000178e-01 -5.634003906250000249e-01 -5.761718750000000000e-01 -1.552734375000000000e+00 -2.333984375000000000e+00 1.787109375000000000e+00 8.789062500000000000e-02
4.588085937499999933e-01 9.624023437500000000e-01 6.853515625000000666e-01 6.769531250000000722e-02 8.838671875000000400e-01 -1.396400390624999988e+00 4.423828125000000000e+00 3.447265625000000000e+00 2.666015625000000000e+00 -3.212890625000000000e+00 1.087890625000000000e+00
3.638085937499999645e-01 5.874023437500000000e-01 5.953515625000000977e-01 3.769531250000000139e-02 9.338671874999999734e-01 -9.799003906250001172e-01 1.923828125000000000e+00 -4.052734375000000000e+00 -4.833984375000000000e+00 -7.128906250000000000e-01 5.878906250000000000e-01
1.738085937499999900e-01 8.374023437500000000e-01 7.753515625000000355e-01 5.769531250000000527e-02 1.033867187500000062e+00 -1.812900390625000080e+00 -3.076171875000000000e+00 9.472656250000000000e-01 1.660156250000000000e-01 4.287109375000000000e+00 1.587890625000000000e+00
1.975585937500000111e-01 6.811523437500000000e-01 5.728515625000000222e-01 6.519531250000000500e-02 1.046367187500000018e+00 -1.917025390625000103e+00 -2.451171875000000000e+00 -4.677734375000000000e+00 -1.708984375000000000e+00 -1.337890625000000000e+00 1.712890625000000000e+00
3.875585937500000133e-01 9.311523437500000000e-01 7.528515625000000711e-01 4.519531250000000111e-02 9.463671875000000400e-01 -1.084025390624999918e+00 2.548828125000000000e+00 3.222656250000000000e-01 3.291015625000000000e+00 3.662109375000000000e+00 7.128906250000000000e-01
4.825585937499999867e-01 5.561523437500000000e-01 8.428515625000000400e-01 5.519531250000000305e-02 8.963671874999999956e-01 -1.500525390625000011e+00 4.882812500000000000e-02 -2.177734375000000000e+00 -4.208984375000000000e+00 1.162109375000000000e+00 1.212890625000000000e+00
2.925585937499999845e-01 8.061523437500000000e-01 6.628515624999999911e-01 3.519531249999999917e-02 9.963671874999999734e-01 -6.675253906250000480e-01 -4.951171875000000000e+00 2.822265625000000000e+00 7.910156250000000000e-01 -3.837890625000000000e+00 2.128906250000000000e-01
2.450585937499999978e-01 6.186523437500000000e-01 7.978515625000000000e-01 6.019531250000000056e-02 8.713671874999999734e-01 -4.592753906250000018e-01 -1.201171875000000000e+00 1.572265625000000000e+00 -4.589843750000000000e-01 2.412109375000000000e+00 1.462890625000000000e+00
4.350585937500000000e-01 8.686523437500000000e-01 6.178515625000000622e-01 4.019531249999999667e-02 9.713671875000000622e-01 -1.292275390624999964e+00 3.798828125000000000e+00 -3.427734375000000000e+00 4.541015625000000000e+00 -2.587890625000000000e+00 4.628906250000000000e-01
3.400585937500000266e-01 7.436523437500000000e-01 7.078515625000000311e-01 5.019531250000000555e-02 1.021367187500000107e+00 -8.757753906250000941e-01 1.298828125000000000e+00 4.072265625000000000e+00 -2.958984375000000000e+00 -8.789062500000000000e-02 1.962890625000000000e+00
1.500585937499999967e-01 9.936523437500000000e-01 8.878515625000000799e-01 3.019531249999999820e-02 9.213671875000000178e-01 -1.708775390625000057e+00 -3.701171875000000000e+00 -9.277343750000000000e-01 2.041015625000000000e+00 4.912109375000000000e+00 9.628906250000000000e-01
1.619335937499999933e-01 7.280273437500000000e-01 7.641015625000000533e-01 3.894531250000000250e-02 9.151171875000000400e-01 -1.344337890624999865e+00 3.486328125000000000e+00 -3.740234375000000000e+00 1.728515625000000000e+00 -3.525390625000000000e+00 2.539062500000000000e-02
3.519335937499999956e-01 9.780273437500000000e-01 5.841015625000000044e-01 5.894531249999999944e-02 1.015117187500000018e+00 -5.113378906250001243e-01 -1.513671875000000000e+00 1.259765625000000000e+00 -3.271484375000000000e+00 1.474609375000000000e+00 1.025390625000000000e+00
4.469335937500000244e-01 6.030273437500000000e-01 6.741015625000000844e-01 4.894531250000000444e-02 1.065117187500000062e+00 -1.760837890624999957e+00 -4.013671875000000000e+00 -1.240234375000000000e+00 4.228515625000000000e+00 3.974609375000000000e+00 5.253906250000000000e-01
2.569335937500000222e-01 8.530273437500000000e-01 8.541015625000000222e-01 6.894531250000000833e-02 9.651171874999999734e-01 -9.278378906249999947e-01 9.863281250000000000e-01 3.759765625000000000e+00 -7.714843750000000000e-01 -1.025390625000000000e+00 1.525390625000000000e+00
3.044335937500000089e-01 5.405273437500000000e-01 6.291015625000000444e-01 3.394531249999999806e-02 1.040117187499999929e+00 -1.136087890625000041e+00 4.736328125000000000e+00 9.765625000000000000e-03 4.785156250000000000e-01 2.724609375000000000e+00 7.753906250000000000e-01
4.944335937500000111e-01 7.905273437500000000e-01 8.091015624999999822e-01 5.394531250000000194e-02 9.401171875000000622e-01 -1.969087890625000004e+00 -2.636718750000000000e-01 -4.990234375000000000e+00 -4.521484375000000000e+00 -2.275390625000000000e+00 1.775390625000000000e+00
3.994335937499999822e-01 6.655273437500000000e-01 8.991015625000000622e-01 4.394531250000000000e-02 8.901171875000000178e-01 -7.195878906249999485e-01 -2.763671875000000000e+00 2.509765625000000000e+00 2.978515625000000000e+00 -4.775390625000000000e+00 2.753906250000000000e-01
2.094335937499999800e-01 9.155273437500000000e-01 7.191015625000000133e-01 6.394531250000000389e-02 9.901171874999999956e-01 -1.552587890624999911e+00 2.236328125000000000e+00 -2.490234375000000000e+00 -2.021484375000000000e+00 2.246093750000000000e-01 1.275390625000000000e+00
1.856835937499999867e-01 5.717773437500000000e-01 8.316015625000000577e-01 5.144531250000000666e-02 1.002617187500000062e+00 -1.448462890625000110e+00 2.861328125000000000e+00 3.134765625000000000e+00 1.103515625000000000e+00 -2.900390625000000000e+00 1.400390625000000000e+00
3.756835937499999889e-01 8.217773437500000000e-01 6.516015625000000089e-01 3.144531249999999584e-02 9.026171874999999734e-01 -6.154628906250001474e-01 -2.138671875000000000e+00 -1.865234375000000000e+00 -3.896484375000000000e+00 2.099609375000000000e+00 4.003906250000000000e-01
4.706835937500000178e-01 6.967773437500000000e-01 5.616015625000000400e-01 6.144531250000000167e-02 9.526171875000000178e-01 -1.864962890624999980e+00 -4.638671875000000000e+00 6.347656250000000000e-01 3.603515625000000000e+00 4.599609375000000000e+00 1.900390625000000000e+00
2.806835937499999600e-01 9.467773437500000000e-01 7.416015625000000888e-01 4.144531249999999778e-02 1.052617187500000107e+00 -1.031962890625000018e+00 3.613281250000000000e-01 -4.365234375000000000e+00 -1.396484375000000000e+00 -4.003906250000000000e-01 9.003906250000000000e-01
2.331835937500000011e-01 6.342773437500000000e-01 6.966015625000000488e-01 5.644531250000000416e-02 9.276171874999999956e-01 -8.237128906249999716e-01 4.111328125000000000e+00 -6.152343750000000000e-01 2.353515625000000000e+00 3.349609375000000000e+00 1.650390625000000000e+00
4.231835937499999756e-01 8.842773437500000000e-01 8.766015625000000977e-01 3.644531250000000028e-02 1.027617187499999973e+00 -1.656712890624999934e+00 -8.886718750000000000e-01 4.384765625000000000e+00 -2.646484375000000000e+00 -1.650390625000000000e+00 6.503906250000000000e-01
3.281835937500000022e-01 5.092773437500000000e-01 7.866015625000000178e-01 6.644531250000000611e-02 9.776171875000000400e-01 -4.072128906250001013e-01 -3.388671875000000000e+00 -3.115234375000000000e+00 4.853515625000000000e+00 -4.150390625000000000e+00 1.150390625000000000e+00
1.381835937500000000e-01 7.592773437500000000e-01 6.066015625000000799e-01 4.644531250000000222e-02 8.776171874999999512e-01 -1.240212890625000064e+00 1.611328125000000000e+00 1.884765625000000000e+00 -1.464843750000000000e-01 8.496093750000000000e-01 1.503906250000000000e-01
1.322460937499999878e-01 6.420898437500000000e-01 8.597265625000000133e-01 6.082031250000000111e-02 1.024492187499999929e+00 -1.005931640625000068e+00 -4.169921875000000000e+00 -1.708984375000000000e+00 4.384765625000000000e+00 -2.431640625000000000e+00 7.441406250000000000e-01
3.222460937500000178e-01 8.920898437500000000e-01 6.797265625000000755e-01 4.082031249999999722e-02 9.244921875000000622e-01 -1.838931640625000030e+00 8.300781250000000000e-01 3.291015625000000000e+00 -6.152343750000000000e-01 2.568359375000000000e+00 1.744140625000000000e+00
4.172460937499999911e-01 5.170898437500000000e-01 5.897265624999999956e-01 5.082031250000000611e-02 8.744921875000000178e-01 -5.894316406249999751e-01 3.330078125000000000e+00 -4.208984375000000000e+00 1.884765625000000000e+00 6.835937500000000000e-02 2.441406250000000000e-01
2.272460937499999889e-01 7.670898437500000000e-01 7.697265625000000444e-01 3.082031249999999875e-02 9.744921874999999956e-01 -1.422431640625000160e+00 -1.669921875000000000e+00 7.910156250000000000e-01 -3.115234375000000000e+00 -4.931640625000000000e+00 1.244140625000000000e+00
2.747460937500000311e-01 5.795898437500000000e-01 7.247265625000000044e-01 6.582031250000000555e-02 8.994921875000000400e-01 -1.214181640625000114e+00 -2.919921875000000000e+00 4.541015625000000000e+00 3.134765625000000000e+00 1.318359375000000000e+00 4.941406250000000000e-01
4.647460937499999778e-01 8.295898437500000000e-01 9.047265625000000533e-01 4.582031250000000167e-02 9.994921875000000178e-01 -3.811816406250001510e-01 2.080078125000000000e+00 -4.589843750000000000e-01 -1.865234375000000000e+00 -3.681640625000000000e+00 1.494140625000000000e+00
3.697460937500000044e-01 7.045898437500000000e-01 8.147265624999999734e-01 5.582031250000000361e-02 1.049492187500000062e+00 -1.630681640624999984e+00 4.580078125000000000e+00 2.041015625000000000e+00 6.347656250000000000e-01 -1.181640625000000000e+00 9.941406250000000000e-01
1.797460937500000022e-01 9.545898437500000000e-01 6.347265625000000355e-01 3.582031249999999972e-02 9.494921874999999734e-01 -7.976816406250000213e-01 -4.199218750000000000e-01 -2.958984375000000000e+00 -4.365234375000000000e+00 3.818359375000000000e+00 1.994140625000000000e+00
2.034960937499999956e-01 5.483398437500000000e-01 7.472265625000000799e-01 4.832031250000000389e-02 9.369921875000000178e-01 -9.018066406250000444e-01 -4.794921875000000000e+00 1.416015625000000000e+00 2.509765625000000000e+00 -1.806640625000000000e+00 1.869140625000000000e+00
3.934960937499999978e-01 7.983398437500000000e-01 5.672265625000000311e-01 6.832031250000000777e-02 1.036992187500000107e+00 -1.734806640625000007e+00 2.050781250000000000e-01 -3.583984375000000000e+00 -2.490234375000000000e+00 3.193359375000000000e+00 8.691406250000000000e-01
