# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
4.660449218750000178e-01 6.086425781250000000e-01 6.876367187500000977e-01 4.279296875000000028e-02 1.010917968750000062e+00 -1.836491210937500007e+00 3.120117187500000000e+00 4.345703125000000000e-01 -4.116210937500000000e+00 3.247070312500000000e+00 4.736328125000000000e-01
2.760449218749999600e-01 8.586425781250000000e-01 8.676367187500000355e-01 6.279296875000001110e-02 9.109179687499999734e-01 -1.003491210937500044e+00 -1.879882812500000000e+00 -4.565429687500000000e+00 8.837890625000000000e-01 -1.752929687500000000e+00 1.473632812500000000e+00
2.285449218750000011e-01 5.461425781250000000e-01 5.526367187500000888e-01 3.779296875000000278e-02 9.859179687500000400e-01 -7.952412109374999982e-01 -3.129882812500000000e+00 -8.154296875000000000e-01 -3.662109375000000000e-01 4.497070312500000000e+00 2.236328125000000000e-01
4.185449218749999756e-01 7.961425781250000000e-01 7.326367187500000266e-01 5.779296875000000666e-02 8.859179687499999512e-01 -1.628241210937499961e+00 1.870117187500000000e+00 4.184570312500000000e+00 4.633789062500000000e+00 -5.029296875000000000e-01 1.223632812500000000e+00
3.235449218750000022e-01 6.711425781250000000e-01 8.226367187500001066e-01 4.779296874999999778e-02 9.359179687499999956e-01 -3.787412109375001279e-01 4.370117187500000000e+00 -3.315429687500000000e+00 -2.866210937500000000e+00 -3.002929687500000000e+00 7.236328125000000000e-01
1.335449218750000000e-01 9.211425781250000000e-01 6.426367187500000577e-01 6.779296875000001554e-02 1.035917968749999973e+00 -1.211741210937500091e+00 -6.298828125000000000e-01 1.684570312500000000e+00 2.133789062500000000e+00 1.997070312500000000e+00 1.723632812500000000e+00
1.394824218749999845e-01 5.539550781250000000e-01 8.057617187500000222e-01 4.466796875000000194e-02 8.890429687499999956e-01 -1.029522460937499995e+00 3.276367187500000000e+00 -1.909179687500000000e+00 -2.709960937500000000e+00 -9.716796875000000000e-01 1.129882812500000000e+00
3.294824218749999867e-01 8.039550781250000000e-01 6.257617187500000844e-01 6.466796874999999889e-02 9.890429687499999734e-01 -1.862522460937499957e+00 -1.723632812500000000e+00 3.090820312500000000e+00 2.290039062500000000e+00 4.028320312500000000e+00 1.298828125000000000e-01
4.244824218750000155e-01 6.789550781250000000e-01 7.157617187500000533e-01 3.466796875000000000e-02 1.039042968750000018e+00 -6.130224609375001243e-01 -4.223632812500000000e+00 -4.409179687500000000e+00 -2.099609375000000000e-01 1.528320312500000000e+00 1.629882812500000000e+00
2.344824218750000133e-01 9.289550781250000000e-01 8.957617187499999911e-01 5.466796875000000389e-02 9.390429687500000400e-01 -1.446022460937499865e+00 7.763671875000000000e-01 5.908203125000000000e-01 4.790039062500000000e+00 -3.471679687500000000e+00 6.298828125000000000e-01
2.819824218750000000e-01 7.414550781250000000e-01 5.807617187500000444e-01 4.966796874999999944e-02 1.064042968750000151e+00 -1.237772460937500041e+00 4.526367187500000000e+00 4.340820312500000000e+00 -3.959960937500000000e+00 2.783203125000000000e-01 1.879882812500000000e+00
4.719824218750000022e-01 9.914550781250000000e-01 7.607617187499999822e-01 6.966796875000000333e-02 9.640429687500000622e-01 -4.047724609375000782e-01 -4.736328125000000000e-01 -6.591796875000000000e-01 1.040039062500000000e+00 -4.721679687500000000e+00 8.798828125000000000e-01
3.769824218749999734e-01 6.164550781250000000e-01 8.507617187500000622e-01 3.966796875000000444e-02 9.140429687500000178e-01 -1.654272460937499911e+00 -2.973632812500000000e+00 1.840820312500000000e+00 -1.459960937500000000e+00 -2.221679687500000000e+00 1.379882812500000000e+00
1.869824218749999989e-01 8.664550781250000000e-01 6.707617187500000133e-01 5.966796875000000833e-02 1.014042968750000107e+00 -8.212724609374999485e-01 2.026367187500000000e+00 -3.159179687500000000e+00 3.540039062500000000e+00 2.778320312500000000e+00 3.798828125000000000e-01
2.107324218749999922e-01 6.477050781250000000e-01 8.732617187500000266e-01 6.716796875000000111e-02 9.765429687500000178e-01 -9.253974609374999716e-01 2.651367187500000000e+00 2.465820312500000000e+00 -4.584960937500000000e+00 -3.466796875000000000e-01 2.548828125000000000e-01
4.007324218750000222e-01 8.977050781250000000e-01 6.932617187500000888e-01 4.716796874999999722e-02 8.765429687500000400e-01 -1.758397460937499934e+00 -2.348632812500000000e+00 -2.534179687500000000e+00 4.150390625000000000e-01 4.653320312500000000e+00 1.254882812500000000e+00
4.957324218749999956e-01 5.227050781250000000e-01 6.032617187500000089e-01 5.716796875000000611e-02 9.265429687499999734e-01 -5.088974609375001013e-01 -4.848632812500000000e+00 4.965820312500000000e+00 -2.084960937500000000e+00 2.153320312500000000e+00 7.548828125000000000e-01
3.057324218749999933e-01 7.727050781250000000e-01 7.832617187500000577e-01 3.716796875000000222e-02 1.026542968750000062e+00 -1.341897460937500064e+00 1.513671875000000000e-01 -3.417968750000000000e-02 2.915039062500000000e+00 -2.846679687500000000e+00 1.754882812500000000e+00
2.582324218750000067e-01 5.852050781250000000e-01 6.482617187500000488e-01 6.216796875000000361e-02 9.515429687499999956e-01 -1.550147460937500110e+00 3.901367187500000000e+00 -3.784179687500000000e+00 -3.334960937500000000e+00 9.033203125000000000e-01 5.048828125000000000e-01
4.482324218750000089e-01 8.352050781250000000e-01 8.282617187500000977e-01 4.216796874999999972e-02 1.051542968749999973e+00 -7.171474609375001474e-01 -1.098632812500000000e+00 1.215820312500000000e+00 1.665039062500000000e+00 -4.096679687500000000e+00 1.504882812500000000e+00
3.532324218750000355e-01 7.102050781250000000e-01 7.382617187500000178e-01 5.216796875000000167e-02 1.001542968749999929e+00 -1.966647460937499980e+00 -3.598632812500000000e+00 -1.284179687500000000e+00 -8.349609375000000000e-01 -1.596679687500000000e+00 4.882812500000000000e-03
1.632324218750000056e-01 9.602050781250000000e-01 5.582617187500000799e-01 3.216796874999999778e-02 9.015429687500000622e-01 -1.133647460937500018e+00 1.401367187500000000e+00 3.715820312500000000e+00 4.165039062500000000e+00 3.403320312500000000e+00 1.004882812500000000e+00
1.513574218750000089e-01 6.945800781250000000e-01 7.045117187500000711e-01 3.841796875000000333e-02 9.327929687500000622e-01 -6.650849609375000249e-01 -1.411132812500000000e+00 9.033203125000000000e-01 4.477539062500000000e+00 -4.409179687500000000e+00 1.942382812500000000e+00
3.413574218750000111e-01 9.445800781250000000e-01 8.845117187500000089e-01 5.841796875000000722e-02 1.032792968749999929e+00 -1.498084960937499988e+00 3.588867187500000000e+00 -4.096679687500000000e+00 -5.224609375000000000e-01 5.908203125000000000e-01 9.423828125000000000e-01
4.363574218749999845e-01 5.695800781250000000e-01 7.945117187500000400e-01 4.841796874999999833e-02 9.827929687499999956e-01 -1.081584960937500117e+00 1.088867187500000000e+00 3.403320312500000000e+00 1.977539062500000000e+00 3.090820312500000000e+00 1.442382812500000000e+00
2.463574218750000100e-01 8.195800781250000000e-01 6.145117187499999911e-01 6.841796875000000222e-02 8.827929687500000178e-01 -1.914584960937500080e+00 -3.911132812500000000e+00 -1.596679687500000000e+00 -3.022460937500000000e+00 -1.909179687500000000e+00 4.423828125000000000e-01
2.938574218749999689e-01 5.070800781250000000e-01 8.395117187500000799e-01 3.341796874999999889e-02 1.007792968750000018e+00 -1.706334960937500034e+00 -1.611328125000000000e-01 -2.846679687500000000e+00 3.227539062500000000e+00 4.340820312500000000e+00 1.192382812500000000e+00
4.838574218750000266e-01 7.570800781250000000e-01 6.595117187500000311e-01 5.341796875000000278e-02 9.077929687500000400e-01 -8.733349609375000711e-01 4.838867187500000000e+00 2.153320312500000000e+00 -1.772460937500000000e+00 -6.591796875000000000e-01 1.923828125000000000e-01
3.888574218749999978e-01 6.320800781250000000e-01 5.695117187500000622e-01 4.341796875000000083e-02 9.577929687499999734e-01 -1.289834960937500163e+00 2.338867187500000000e+00 -3.466796875000000000e-01 7.275390625000000000e-01 -3.159179687500000000e+00 1.692382812500000000e+00
1.988574218749999956e-01 8.820800781250000000e-01 7.495117187500000000e-01 6.341796874999999778e-02 1.057792968750000062e+00 -4.568349609374999787e-01 -2.661132812500000000e+00 4.653320312500000000e+00 -4.272460937500000000e+00 1.840820312500000000e+00 6.923828125000000000e-01
1.751074218750000022e-01 6.008300781250000000e-01 6.370117187500000666e-01 5.091796875000000056e-02 1.020292968749999973e+00 -3.527099609375001776e-01 -2.036132812500000000e+00 -9.716796875000000000e-01 2.602539062500000000e+00 -3.784179687500000000e+00 5.673828125000000000e-01
3.651074218750000044e-01 8.508300781250000000e-01 8.170117187500001155e-01 3.091796875000000014e-02 9.202929687499999956e-01 -1.185709960937499918e+00 2.963867187500000000e+00 4.028320312500000000e+00 -2.397460937500000000e+00 1.215820312500000000e+00 1.567382812500000000e+00
4.601074218749999778e-01 7.258300781250000000e-01 9.070117187499999734e-01 6.091796875000000944e-02 8.702929687499999512e-01 -7.692099609375000480e-01 4.638671875000000000e-01 -3.471679687500000000e+00 1.025390625000000000e-01 3.715820312500000000e+00 6.738281250000000000e-02
2.701074218750000311e-01 9.758300781250000000e-01 7.270117187500000355e-01 4.091796874999999861e-02 9.702929687500000400e-01 -1.602209960937500011e+00 -4.536132812500000000e+00 1.528320312500000000e+00 -4.897460937500000000e+00 -1.284179687500000000e+00 1.067382812500000000e+00
2.226074218749999889e-01 6.633300781250000000e-01 7.720117187500000755e-01 5.591796875000000500e-02 8.952929687499999734e-01 -1.810459960937500057e+00 -7.861328125000000000e-01 2.778320312500000000e+00 3.852539062500000000e+00 4.965820312500000000e+00 3.173828125000000000e-01
4.126074218749999911e-01 9.133300781250000000e-01 5.920117187500000266e-01 3.591796875000000111e-02 9.952929687500000622e-01 -9.774599609375000941e-01 4.213867187500000000e+00 -2.221679687500000000e+00 -1.147460937500000000e+00 -3.417968750000000000e-02 1.317382812500000000e+00
3.176074218750000178e-01 5.383300781250000000e-01 6.820117187500001066e-01 6.591796875000000000e-02 1.045292968750000107e+00 -1.393959960937499964e+00 1.713867187500000000e+00 2.783203125000000000e-01 1.352539062500000000e+00 -2.534179687500000000e+00 8.173828125000000000e-01
1.276074218749999878e-01 7.883300781250000000e-01 8.620117187500000444e-01 4.591796875000000305e-02 9.452929687500000178e-01 -5.609599609375000018e-01 -3.286132812500000000e+00 -4.721679687500000000e+00 -3.647460937500000000e+00 2.465820312500000000e+00 1.817382812500000000e+00
1.305761718750000078e-01 6.125488281250000000e-01 6.791992187500000000e-01 3.123046875000000042e-02 9.906054687499999956e-01 -4.438193359375000036e-01 4.448242187500000000e+00 -1.831054687500000000e+00 6.494140625000000000e-01 -2.924804687500000000e+00 8.300781250000000000e-02
3.205761718749999822e-01 8.625488281250000000e-01 8.591992187500000488e-01 5.123046875000000777e-02 8.906054687500000178e-01 -1.276819335937500188e+00 -5.517578125000000000e-01 3.168945312500000000e+00 -4.350585937500000000e+00 2.075195312500000000e+00 1.083007812500000000e+00
4.155761718750000111e-01 7.375488281250000000e-01 7.691992187500000799e-01 4.123046874999999889e-02 9.406054687500000622e-01 -8.603193359375000959e-01 -3.051757812500000000e+00 -4.331054687500000000e+00 3.149414062500000000e+00 4.575195312500000000e+00 5.830078125000000000e-01
2.255761718750000089e-01 9.875488281250000000e-01 5.891992187500000311e-01 6.123046875000000278e-02 1.040605468749999929e+00 -1.693319335937500059e+00 1.948242187500000000e+00 6.689453125000000000e-01 -1.850585937500000000e+00 -4.248046875000000000e-01 1.583007812500000000e+00
2.730761718749999956e-01 6.750488281250000000e-01 9.041992187500000888e-01 3.623046875000000139e-02 9.656054687499999734e-01 -1.901569335937500105e+00 3.198242187500000000e+00 4.418945312500000000e+00 1.899414062500000000e+00 3.325195312500000000e+00 8.330078125000000000e-01
4.630761718749999978e-01 9.250488281250000000e-01 7.241992187500000400e-01 5.623046875000000527e-02 1.065605468750000062e+00 -1.068569335937500142e+00 -1.801757812500000000e+00 -5.810546875000000000e-01 -3.100585937500000000e+00 -1.674804687500000000e+00 1.833007812500000000e+00
3.680761718749999689e-01 5.500488281250000000e-01 6.341992187500000711e-01 4.623046875000000333e-02 1.015605468750000018e+00 -1.485069335937500012e+00 -4.301757812500000000e+00 1.918945312500000000e+00 4.399414062500000000e+00 -4.174804687500000000e+00 3.330078125000000000e-01
1.780761718749999944e-01 8.000488281250000000e-01 8.141992187500000089e-01 6.623046875000000722e-02 9.156054687500000400e-01 -6.520693359375000497e-01 6.982421875000000000e-01 -3.081054687500000000e+00 -6.005859375000000000e-01 8.251953125000000000e-01 1.333007812500000000e+00
2.018261718750000155e-01 7.062988281250000000e-01 5.666992187500000666e-01 5.873046875000000056e-02 8.781054687499999512e-01 -5.479443359375000266e-01 3.823242187500000000e+00 1.293945312500000000e+00 1.274414062500000000e+00 -3.549804687500000000e+00 1.458007812500000000e+00
3.918261718750000178e-01 9.562988281250000000e-01 7.466992187500000044e-01 3.873046874999999667e-02 9.781054687500000400e-01 -1.380944335937499989e+00 -1.176757812500000000e+00 -3.706054687500000000e+00 -3.725585937500000000e+00 1.450195312500000000e+00 4.580078125000000000e-01
4.868261718749999911e-01 5.812988281250000000e-01 8.366992187499999734e-01 6.873046875000000944e-02 1.028105468749999973e+00 -9.644443359375001190e-01 -3.676757812500000000e+00 3.793945312500000000e+00 3.774414062500000000e+00 3.950195312500000000e+00 1.958007812500000000e+00
2.968261718749999889e-01 8.312988281250000000e-01 6.566992187500000355e-01 4.873046875000000555e-02 9.281054687499999956e-01 -1.797444335937500082e+00 1.323242187500000000e+00 -1.206054687500000000e+00 -1.225585937500000000e+00 -1.049804687500000000e+00 9.580078125000000000e-01
2.493261718750000022e-01 5.187988281250000000e-01 7.916992187500000444e-01 5.373046875000000305e-02 1.053105468750000107e+00 -1.589194335937500036e+00 2.573242187500000000e+00 -4.956054687500000000e+00 2.441406250000000000e-02 2.700195312500000000e+00 1.708007812500000000e+00
4.393261718750000044e-01 7.687988281250000000e-01 6.116992187499999956e-01 3.373046874999999917e-02 9.531054687500000178e-01 -7.561943359375000728e-01 -2.426757812500000000e+00 4.394531250000000000e-02 -4.975585937500000000e+00 -2.299804687500000000e+00 7.080078125000000000e-01
3.443261718750000311e-01 6.437988281250000000e-01 7.016992187500000755e-01 6.373046875000000500e-02 9.031054687499999734e-01 -1.172694335937499943e+00 -4.926757812500000000e+00 -2.456054687500000000e+00 2.524414062500000000e+00 -4.799804687500000000e+00 1.208007812500000000e+00
1.543261718750000011e-01 8.937988281250000000e-01 8.816992187500000133e-01 4.373046875000000111e-02 1.003105468750000062e+00 -3.396943359374999805e-01 7.324218750000000000e-02 2.543945312500000000e+00 -2.475585937500000000e+00 2.001953125000000000e-01 2.080078125000000000e-01
1.662011718749999978e-01 6.281738281250000000e-01 7.354492187500000222e-01 4.748046875000000444e-02 1.034355468750000062e+00 -8.082568359374999734e-01 -2.392578125000000000e-01 3.564453125000000000e-01 -1.538085937500000000e+00 -1.362304687500000000e+00 7.705078125000000000e-01
3.562011718750000000e-01 8.781738281250000000e-01 5.554492187500000844e-01 6.748046875000000833e-02 9.343554687499999734e-01 -1.641256835937499936e+00 4.760742187500000000e+00 -4.643554687500000000e+00 3.461914062500000000e+00 3.637695312500000000e+00 1.770507812500000000e+00
4.512011718749999734e-01 5.031738281250000000e-01 6.454492187500000533e-01 3.748046875000000250e-02 8.843554687500000400e-01 -3.917568359375001030e-01 2.260742187500000000e+00 2.856445312500000000e+00 -4.038085937500000000e+00 1.137695312500000000e+00 2.705078125000000000e-01
2.612011718750000266e-01 7.531738281250000000e-01 8.254492187499999911e-01 5.748046874999999944e-02 9.843554687500000178e-01 -1.224756835937500066e+00 -2.739257812500000000e+00 -2.143554687500000000e+00 9.619140625000000000e-01 -3.862304687500000000e+00 1.270507812500000000e+00
3.087011718750000133e-01 5.656738281250000000e-01 6.004492187500000133e-01 4.248046875000000000e-02 9.093554687500000622e-01 -1.433006835937499890e+00 -1.489257812500000000e+00 -3.393554687500000000e+00 -2.880859375000000000e-01 2.387695312500000000e+00 2.050781250000000000e-02
4.987011718750000155e-01 8.156738281250000000e-01 7.804492187500000622e-01 6.248046875000000389e-02 1.009355468749999929e+00 -6.000068359375001492e-01 3.510742187500000000e+00 1.606445312500000000e+00 4.711914062500000000e+00 -2.612304687500000000e+00 1.020507812500000000e+00
4.037011718749999867e-01 6.906738281250000000e-01 8.704492187500000311e-01 3.248046874999999806e-02 1.059355468749999973e+00 -1.849506835937499982e+00 1.010742187500000000e+00 -8.935546875000000000e-01 -2.788085937500000000e+00 -1.123046875000000000e-01 5.205078125000000000e-01
2.137011718749999845e-01 9.406738281250000000e-01 6.904492187499999822e-01 5.248046875000000194e-02 9.593554687499999956e-01 -1.016506835937500020e+00 -3.989257812500000000e+00 4.106445312500000000e+00 2.211914062500000000e+00 4.887695312500000000e+00 1.520507812500000000e+00
1.899511718749999911e-01 5.344238281250000000e-01 8.479492187499999556e-01 6.498046875000000611e-02 9.218554687500000178e-01 -1.120631835937500043e+00 -8.642578125000000000e-01 -2.685546875000000000e-01 -9.130859375000000000e-01 -1.987304687500000000e+00 1.645507812500000000e+00
3.799511718749999933e-01 7.844238281250000000e-01 6.679492187500000178e-01 4.498046875000000222e-02 1.021855468750000107e+00 -1.953631835937500005e+00 4.135742187500000000e+00 4.731445312500000000e+00 4.086914062500000000e+00 3.012695312500000000e+00 6.455078125000000000e-01
4.749511718750000222e-01 6.594238281250000000e-01 5.779492187500000488e-01 5.498046875000000416e-02 9.718554687500000622e-01 -7.041318359374999503e-01 1.635742187500000000e+00 -2.768554687500000000e+00 -3.413085937500000000e+00 5.126953125000000000e-01 1.145507812500000000e+00
2.849511718749999645e-01 9.094238281250000000e-01 7.579492187500000977e-01 3.498046875000000028e-02 8.718554687499999734e-01 -1.537131835937500135e+00 -3.364257812500000000e+00 2.231445312500000000e+00 1.586914062500000000e+00 -4.487304687500000000e+00 1.455078125000000000e-01
2.374511718749999778e-01 7.219238281250000000e-01 7.129492187500000577e-01 6.998046874999999667e-02 9.968554687499999734e-01 -1.328881835937500089e+00 -2.114257812500000000e+00 3.481445312500000000e+00 -2.163085937500000000e+00 1.762695312500000000e+00 1.395507812500000000e+00
4.274511718749999800e-01 9.719238281250000000e-01 8.929492187500001066e-01 4.998046875000000666e-02 8.968554687499999956e-01 -4.958818359375001261e-01 2.885742187500000000e+00 -1.518554687500000000e+00 2.836914062500000000e+00 -3.237304687500000000e+00 3.955078125000000000e-01
3.324511718750000067e-01 5.969238281250000000e-01 8.029492187500000266e-01 5.998046875000000167e-02 9.468554687500000400e-01 -1.745381835937499959e+00 3.857421875000000000e-01 9.814453125000000000e-01 -4.663085937500000000e+00 -7.373046875000000000e-01 1.895507812500000000e+00
1.424511718750000044e-01 8.469238281250000000e-01 6.229492187500000888e-01 3.998046874999999778e-02 1.046855468750000018e+00 -9.123818359374999964e-01 -4.614257812500000000e+00 -4.018554687500000000e+00 3.369140625000000000e-01 4.262695312500000000e+00 8.955078125000000000e-01
1.365136718749999922e-01 7.453613281250000000e-01 8.310742187499999822e-01 5.310546875000000250e-02 9.062304687500000178e-01 -1.511100585937499963e+00 2.104492187500000000e+00 4.887695312500000000e+00 -4.819335937500000000e+00 -2.768554687500000000e+00 4.892578125000000000e-01
3.265136718750000222e-01 9.953613281250000000e-01 6.510742187500000444e-01 3.310546874999999861e-02 1.006230468750000107e+00 -6.781005859375000000e-01 -2.895507812500000000e+00 -1.123046875000000000e-01 1.806640625000000000e-01 2.231445312500000000e+00 1.489257812500000000e+00
4.215136718749999956e-01 6.203613281250000000e-01 5.610742187500000755e-01 6.310546875000000444e-02 1.056230468750000151e+00 -1.927600585937500055e+00 -3.955078125000000000e-01 2.387695312500000000e+00 -2.319335937500000000e+00 4.731445312500000000e+00 9.892578125000000000e-01
2.315136718749999933e-01 8.703613281250000000e-01 7.410742187500000133e-01 4.310546875000000056e-02 9.562304687500000622e-01 -1.094600585937500092e+00 4.604492187500000000e+00 -2.612304687500000000e+00 2.680664062500000000e+00 -2.685546875000000000e-01 1.989257812500000000e+00
2.790136718750000355e-01 5.578613281250000000e-01 6.960742187499999734e-01 5.810546875000000000e-02 1.031230468750000018e+00 -8.863505859375000462e-01 8.544921875000000000e-01 -1.362304687500000000e+00 -3.569335937500000000e+00 3.481445312500000000e+00 7.392578125000000000e-01
4.690136718749999822e-01 8.078613281250000000e-01 8.760742187500000222e-01 3.810546875000000305e-02 9.312304687500000400e-01 -1.719350585937500009e+00 -4.145507812500000000e+00 3.637695312500000000e+00 1.430664062500000000e+00 -1.518554687500000000e+00 1.739257812500000000e+00
3.740136718750000089e-01 6.828613281250000000e-01 7.860742187500000533e-01 6.810546875000000888e-02 8.812304687499999956e-01 -4.698505859375001759e-01 -1.645507812500000000e+00 -3.862304687500000000e+00 -1.069335937500000000e+00 -4.018554687500000000e+00 2.392578125000000000e-01
1.840136718750000067e-01 9.328613281250000000e-01 6.060742187500000044e-01 4.810546875000000500e-02 9.812304687499999734e-01 -1.302850585937500139e+00 3.354492187500000000e+00 1.137695312500000000e+00 3.930664062500000000e+00 9.814453125000000000e-01 1.239257812500000000e+00
2.077636718750000000e-01 5.891113281250000000e-01 7.635742187500000888e-01 3.560546875000000083e-02 1.018730468750000062e+00 -1.198725585937499893e+00 1.479492187500000000e+00 -4.487304687500000000e+00 -2.944335937500000000e+00 -3.393554687500000000e+00 1.114257812500000000e+00
3.977636718750000022e-01 8.391113281250000000e-01 5.835742187500000400e-01 5.560546875000000472e-02 9.187304687499999734e-01 -3.657255859375001528e-01 -3.520507812500000000e+00 5.126953125000000000e-01 2.055664062500000000e+00 1.606445312500000000e+00 1.142578125000000000e-01
4.927636718749999756e-01 7.141113281250000000e-01 6.735742187500000089e-01 4.560546875000000278e-02 9.687304687500000178e-01 -1.615225585937499986e+00 -1.020507812500000000e+00 -1.987304687500000000e+00 -4.443359375000000000e-01 4.106445312500000000e+00 1.614257812500000000e+00
3.027636718749999734e-01 9.641113281250000000e-01 8.535742187500000577e-01 6.560546875000000666e-02 1.068730468750000107e+00 -7.822255859375000231e-01 3.979492187500000000e+00 3.012695312500000000e+00 4.555664062500000000e+00 -8.935546875000000000e-01 6.142578125000000000e-01
2.552636718749999867e-01 6.516113281250000000e-01 6.285742187500000799e-01 3.060546874999999986e-02 9.437304687499999956e-01 -9.904755859375000693e-01 2.294921875000000000e-01 1.762695312500000000e+00 -4.194335937500000000e+00 2.856445312500000000e+00 1.864257812500000000e+00
4.452636718749999889e-01 9.016113281250000000e-01 8.085742187500000178e-01 5.060546875000000722e-02 1.043730468749999973e+00 -1.823475585937500032e+00 -4.770507812500000000e+00 -3.237304687500000000e+00 8.056640625000000000e-01 -2.143554687500000000e+00 8.642578125000000000e-01
