# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--omega_b baryons--bacco_M_c baryons--bacco_M1_z0_cen baryons--bacco_beta baryons--bacco_eta baryons--bacco_theta_inn
4.228124999999999800e-01 5.078125000000000000e-01 4.437499999999999778e-02 1.496875000000000000e+01 1.081250000000000000e+01 5.140624999999998668e-01 -2.359375000000000222e-01 -1.562500000000000000e-01
2.328124999999999778e-01 7.578125000000000000e-01 6.437500000000001554e-02 1.196875000000000000e+01 1.281250000000000000e+01 -3.359375000000000000e-01 -6.859374999999999778e-01 -1.156250000000000000e+00
2.803124999999999645e-01 5.703125000000000000e-01 3.937500000000000028e-02 1.421875000000000000e+01 1.031250000000000000e+01 -5.484375000000000222e-01 -3.484375000000000111e-01 -1.906250000000000000e+00
4.703125000000000222e-01 8.203125000000000000e-01 5.937500000000000416e-02 1.121875000000000000e+01 1.231250000000000000e+01 3.015624999999999556e-01 1.015625000000000000e-01 -9.062500000000000000e-01
3.753124999999999933e-01 6.953125000000000000e-01 6.937500000000000611e-02 1.571875000000000000e+01 1.131250000000000000e+01 -9.734374999999999556e-01 -1.234374999999999778e-01 -1.406250000000000000e+00
1.853124999999999911e-01 9.453125000000000000e-01 4.937500000000000222e-02 1.271875000000000000e+01 9.312500000000000000e+00 -1.234374999999999778e-01 -5.734374999999999334e-01 -4.062500000000000000e-01
2.090624999999999845e-01 5.390625000000000000e-01 6.187500000000000638e-02 1.084375000000000000e+01 9.562500000000000000e+00 -1.718750000000002220e-02 -4.046874999999999778e-01 -1.281250000000000000e+00
3.990624999999999867e-01 7.890625000000000000e-01 4.187500000000000250e-02 1.384375000000000000e+01 1.156250000000000000e+01 -8.671875000000000000e-01 4.531249999999997780e-02 -2.812500000000000000e-01
4.940625000000000155e-01 6.640625000000000000e-01 3.187500000000000056e-02 1.234375000000000000e+01 1.256250000000000000e+01 4.078124999999999112e-01 -1.796875000000000000e-01 -1.781250000000000000e+00
3.040625000000000133e-01 9.140625000000000000e-01 5.187500000000000444e-02 1.534375000000000000e+01 1.056250000000000000e+01 -4.421875000000000666e-01 -6.296874999999999556e-01 -7.812500000000000000e-01
2.565625000000000266e-01 7.265625000000000000e-01 4.687500000000000000e-02 1.009375000000000000e+01 1.206250000000000000e+01 -2.296875000000000444e-01 -2.921874999999999889e-01 -3.125000000000000000e-02
4.465624999999999734e-01 9.765625000000000000e-01 6.687500000000000389e-02 1.309375000000000000e+01 1.006250000000000000e+01 6.203125000000000444e-01 1.578124999999999112e-01 -1.031250000000000000e+00
3.515625000000000000e-01 6.015625000000000000e-01 5.687500000000000888e-02 1.159375000000000000e+01 9.062500000000000000e+00 -6.546875000000000888e-01 -6.718750000000006661e-02 -5.312500000000000000e-01
1.615624999999999978e-01 8.515625000000000000e-01 3.687499999999999806e-02 1.459375000000000000e+01 1.106250000000000000e+01 1.953125000000000000e-01 -5.171874999999999112e-01 -1.531250000000000000e+00
1.496875000000000011e-01 6.171875000000000000e-01 4.062500000000000139e-02 1.590625000000000000e+01 1.293750000000000000e+01 6.734374999999999112e-01 1.718750000000002220e-02 -1.093750000000000000e+00
3.396875000000000311e-01 8.671875000000000000e-01 6.062500000000000527e-02 1.290625000000000000e+01 1.093750000000000000e+01 -1.765625000000000666e-01 -4.328124999999999889e-01 -9.375000000000000000e-02
4.346875000000000044e-01 7.421875000000000000e-01 5.062500000000000333e-02 1.440625000000000000e+01 9.937500000000000000e+00 2.484374999999998668e-01 -6.578124999999999112e-01 -1.593750000000000000e+00
2.446875000000000022e-01 9.921875000000000000e-01 3.062499999999999944e-02 1.140625000000000000e+01 1.193750000000000000e+01 -6.015625000000000000e-01 -2.078125000000000111e-01 -5.937500000000000000e-01
2.921874999999999889e-01 6.796875000000000000e-01 6.562500000000000278e-02 1.515625000000000000e+01 9.437500000000000000e+00 -8.140625000000000222e-01 1.296874999999999556e-01 -3.437500000000000000e-01
4.821874999999999911e-01 9.296875000000000000e-01 4.562499999999999889e-02 1.215625000000000000e+01 1.143750000000000000e+01 3.593749999999995559e-02 -3.203125000000000000e-01 -1.343750000000000000e+00
3.871875000000000178e-01 5.546875000000000000e-01 3.562500000000000389e-02 1.365625000000000000e+01 1.243750000000000000e+01 -3.890624999999999778e-01 -5.453124999999999778e-01 -8.437500000000000000e-01
1.971875000000000155e-01 8.046875000000000000e-01 5.562500000000000777e-02 1.065625000000000000e+01 1.043750000000000000e+01 4.609375000000000000e-01 -9.531250000000002220e-02 -1.843750000000000000e+00
1.734374999999999944e-01 7.109375000000000000e-01 3.312500000000000167e-02 1.178125000000000000e+01 1.068750000000000000e+01 3.546875000000000444e-01 7.343749999999993339e-02 -9.687500000000000000e-01
3.634374999999999689e-01 9.609375000000000000e-01 5.312500000000000555e-02 1.478125000000000000e+01 1.268750000000000000e+01 -4.953125000000000444e-01 -3.765624999999999667e-01 -1.968750000000000000e+00
4.584374999999999978e-01 5.859375000000000000e-01 6.312500000000001443e-02 1.028125000000000000e+01 1.168750000000000000e+01 -7.031250000000000000e-02 -6.015625000000000000e-01 -4.687500000000000000e-01
2.684374999999999956e-01 8.359375000000000000e-01 4.312500000000000361e-02 1.328125000000000000e+01 9.687500000000000000e+00 -9.203124999999999778e-01 -1.515625000000000444e-01 -1.468750000000000000e+00
2.209375000000000089e-01 5.234375000000000000e-01 5.812500000000000305e-02 1.253125000000000000e+01 1.118750000000000000e+01 -7.078124999999999556e-01 1.859374999999999778e-01 -1.718750000000000000e+00
4.109375000000000111e-01 7.734375000000000000e-01 3.812499999999999917e-02 1.553125000000000000e+01 9.187500000000000000e+00 1.421874999999999112e-01 -2.640624999999999778e-01 -7.187500000000000000e-01
3.159374999999999822e-01 6.484375000000000000e-01 4.812500000000000111e-02 1.103125000000000000e+01 1.018750000000000000e+01 -2.828125000000000222e-01 -4.890624999999999556e-01 -1.218750000000000000e+00
1.259375000000000078e-01 8.984375000000000000e-01 6.812500000000000500e-02 1.403125000000000000e+01 1.218750000000000000e+01 5.671874999999999556e-01 -3.906250000000000000e-02 -2.187500000000000000e-01
1.289062500000000000e-01 6.992187500000000000e-01 4.781250000000000083e-02 1.482812500000000000e+01 9.843750000000000000e+00 4.742187499999999112e-01 -3.414062499999999667e-01 -6.093750000000000000e-01
3.189062500000000022e-01 9.492187500000000000e-01 6.781249999999999778e-02 1.182812500000000000e+01 1.184375000000000000e+01 -3.757812500000000666e-01 1.085937499999999334e-01 -1.609375000000000000e+00
4.139062499999999756e-01 5.742187500000000000e-01 5.781250000000000278e-02 1.332812500000000000e+01 1.284375000000000000e+01 4.921874999999986677e-02 -1.164062500000000444e-01 -1.093750000000000000e-01
2.239062500000000011e-01 8.242187500000000000e-01 3.781249999999999889e-02 1.032812500000000000e+01 1.084375000000000000e+01 -8.007812500000000000e-01 -5.664062500000000000e-01 -1.109375000000000000e+00
2.714062499999999600e-01 5.117187500000000000e-01 6.281250000000000722e-02 1.557812500000000000e+01 1.234375000000000000e+01 -5.882812500000000888e-01 -4.539062499999999556e-01 -1.859375000000000000e+00
4.614062500000000178e-01 7.617187500000000000e-01 4.281250000000000333e-02 1.257812500000000000e+01 1.034375000000000000e+01 2.617187500000000000e-01 -3.906250000000000000e-03 -8.593750000000000000e-01
3.664062499999999889e-01 6.367187500000000000e-01 3.281250000000000139e-02 1.407812500000000000e+01 9.343750000000000000e+00 -1.632812500000000444e-01 -2.289062499999999778e-01 -1.359375000000000000e+00
1.764062499999999867e-01 8.867187500000000000e-01 5.281249999999999833e-02 1.107812500000000000e+01 1.134375000000000000e+01 6.867187500000000444e-01 -6.789062499999999334e-01 -3.593750000000000000e-01
2.001562499999999800e-01 6.054687500000000000e-01 3.531249999999999667e-02 1.295312500000000000e+01 1.159375000000000000e+01 5.804687499999998668e-01 -2.851562500000000000e-01 -1.484375000000000000e+00
3.901562499999999822e-01 8.554687500000000000e-01 5.531250000000000056e-02 1.595312500000000000e+01 9.593750000000000000e+00 -2.695312500000000000e-01 1.648437499999999556e-01 -4.843750000000000000e-01
4.851562500000000111e-01 7.304687500000000000e-01 6.531249999999999556e-02 1.145312500000000000e+01 1.059375000000000000e+01 1.554687500000000444e-01 -6.015625000000002220e-02 -1.984375000000000000e+00
2.951562500000000089e-01 9.804687500000000000e-01 4.531250000000000555e-02 1.445312500000000000e+01 1.259375000000000000e+01 -6.945312500000000444e-01 -5.101562499999999778e-01 -9.843750000000000000e-01
2.476562499999999944e-01 6.679687500000000000e-01 5.031250000000000305e-02 1.220312500000000000e+01 1.009375000000000000e+01 -9.070312499999999556e-01 -3.976562499999999889e-01 -2.343750000000000000e-01
4.376562500000000244e-01 9.179687500000000000e-01 3.031249999999999917e-02 1.520312500000000000e+01 1.209375000000000000e+01 -5.703124999999997780e-02 5.234375000000002220e-02 -1.234375000000000000e+00
3.426562499999999956e-01 5.429687500000000000e-01 4.031250000000000111e-02 1.070312500000000000e+01 1.109375000000000000e+01 -4.820312500000000222e-01 -1.726562499999999556e-01 -7.343750000000000000e-01
1.526562499999999933e-01 7.929687500000000000e-01 6.031250000000000500e-02 1.370312500000000000e+01 9.093750000000000000e+00 3.679687499999999556e-01 -6.226562499999999112e-01 -1.734375000000000000e+00
1.645312499999999900e-01 5.585937500000000000e-01 5.656250000000000167e-02 1.389062500000000000e+01 1.096875000000000000e+01 -1.101562500000000666e-01 1.367187500000000000e-01 -1.171875000000000000e+00
3.545312499999999645e-01 8.085937500000000000e-01 3.656249999999999778e-02 1.089062500000000000e+01 1.296875000000000000e+01 -9.601562500000000444e-01 -3.132812500000000111e-01 -1.718750000000000000e-01
4.495312499999999933e-01 6.835937500000000000e-01 4.656250000000000666e-02 1.539062500000000000e+01 1.196875000000000000e+01 3.148437499999998668e-01 -5.382812499999999334e-01 -1.671875000000000000e+00
2.595312499999999911e-01 9.335937500000000000e-01 6.656249999999999667e-02 1.239062500000000000e+01 9.968750000000000000e+00 -5.351562500000000000e-01 -8.828124999999997780e-02 -6.718750000000000000e-01
3.070312499999999778e-01 7.460937500000000000e-01 3.156250000000000028e-02 1.314062500000000000e+01 1.146875000000000000e+01 -3.226562499999999778e-01 2.421874999999995559e-02 -4.218750000000000000e-01
4.970312499999999800e-01 9.960937500000000000e-01 5.156250000000000416e-02 1.014062500000000000e+01 9.468750000000000000e+00 5.273437500000000000e-01 -4.257812500000000000e-01 -1.421875000000000000e+00
4.020312500000000067e-01 6.210937500000000000e-01 6.156250000000000611e-02 1.464062500000000000e+01 1.046875000000000000e+01 -7.476562500000000222e-01 -6.507812499999999778e-01 -9.218750000000000000e-01
2.120312500000000044e-01 8.710937500000000000e-01 4.156250000000000222e-02 1.164062500000000000e+01 1.246875000000000000e+01 1.023437499999999556e-01 -2.007812500000000222e-01 -1.921875000000000000e+00
1.882812500000000111e-01 6.523437500000000000e-01 6.906249999999999889e-02 1.051562500000000000e+01 1.271875000000000000e+01 2.085937499999999112e-01 1.929687499999999112e-01 -7.968750000000000000e-01
3.782812500000000133e-01 9.023437500000000000e-01 4.906250000000000194e-02 1.351562500000000000e+01 1.071875000000000000e+01 -6.414062499999999556e-01 -2.570312499999999889e-01 -1.796875000000000000e+00
4.732812499999999867e-01 5.273437500000000000e-01 3.906250000000000000e-02 1.201562500000000000e+01 9.718750000000000000e+00 6.335937499999999556e-01 -4.820312499999999667e-01 -2.968750000000000000e-01
2.832812499999999845e-01 7.773437500000000000e-01 5.906250000000000389e-02 1.501562500000000000e+01 1.171875000000000000e+01 -2.164062500000000222e-01 -3.203125000000006661e-02 -1.296875000000000000e+00
2.357812499999999978e-01 5.898437500000000000e-01 4.406250000000000444e-02 1.126562500000000000e+01 9.218750000000000000e+00 -4.289062500000000444e-01 8.046874999999997780e-02 -1.546875000000000000e+00
4.257812500000000000e-01 8.398437500000000000e-01 6.406250000000000833e-02 1.426562500000000000e+01 1.121875000000000000e+01 4.210937500000000444e-01 -3.695312499999999778e-01 -5.468750000000000000e-01
3.307812500000000266e-01 7.148437500000000000e-01 5.406249999999999944e-02 1.276562500000000000e+01 1.221875000000000000e+01 -8.539062499999999778e-01 -5.945312499999999556e-01 -1.046875000000000000e+00
1.407812499999999967e-01 9.648437500000000000e-01 3.406250000000000250e-02 1.576562500000000000e+01 1.021875000000000000e+01 -3.906250000000000000e-03 -1.445312500000000000e-01 -4.687500000000000000e-02
1.348437499999999845e-01 5.664062500000000000e-01 6.718750000000001110e-02 1.210937500000000000e+01 1.103125000000000000e+01 -1.898437499999999778e-01 -5.804687499999999778e-01 -1.765625000000000000e+00
3.248437499999999867e-01 8.164062500000000000e-01 4.718750000000000722e-02 1.510937500000000000e+01 9.031250000000000000e+00 6.601562500000000000e-01 -1.304687500000000222e-01 -7.656250000000000000e-01
4.198437500000000155e-01 6.914062500000000000e-01 3.718749999999999833e-02 1.060937500000000000e+01 1.003125000000000000e+01 -6.148437500000000222e-01 9.453124999999995559e-02 -1.265625000000000000e+00
2.298437500000000133e-01 9.414062500000000000e-01 5.718750000000000222e-02 1.360937500000000000e+01 1.203125000000000000e+01 2.351562499999999556e-01 -3.554687500000000000e-01 -2.656250000000000000e-01
2.773437500000000000e-01 6.289062500000000000e-01 4.218750000000000278e-02 1.285937500000000000e+01 1.053125000000000000e+01 2.265625000000004441e-02 -6.929687499999999112e-01 -5.156250000000000000e-01
4.673437500000000022e-01 8.789062500000000000e-01 6.218750000000000666e-02 1.585937500000000000e+01 1.253125000000000000e+01 -8.273437500000000444e-01 -2.429687500000000111e-01 -1.515625000000000000e+00
3.723437499999999734e-01 5.039062500000000000e-01 5.218750000000000472e-02 1.135937500000000000e+01 1.153125000000000000e+01 4.476562499999998668e-01 -1.796874999999997780e-02 -1.562500000000000000e-02
1.823437499999999989e-01 7.539062500000000000e-01 3.218750000000000083e-02 1.435937500000000000e+01 9.531250000000000000e+00 -4.023437500000000000e-01 -4.679687499999999889e-01 -1.015625000000000000e+00
2.060937499999999922e-01 7.226562500000000000e-01 5.968750000000000444e-02 1.548437500000000000e+01 9.281250000000000000e+00 -5.085937499999999556e-01 -5.242187499999999556e-01 -1.406250000000000000e-01
3.960937500000000222e-01 9.726562500000000000e-01 3.968750000000000056e-02 1.248437500000000000e+01 1.128125000000000000e+01 3.414062499999999112e-01 -7.421875000000000000e-02 -1.140625000000000000e+00
4.910937499999999956e-01 5.976562500000000000e-01 4.968750000000000250e-02 1.398437500000000000e+01 1.228125000000000000e+01 -9.335937500000000000e-01 1.507812499999999778e-01 -6.406250000000000000e-01
3.010937499999999933e-01 8.476562500000000000e-01 6.968750000000001332e-02 1.098437500000000000e+01 1.028125000000000000e+01 -8.359375000000002220e-02 -2.992187499999999778e-01 -1.640625000000000000e+00
2.535937500000000067e-01 5.351562500000000000e-01 3.468749999999999611e-02 1.473437500000000000e+01 1.278125000000000000e+01 1.289062500000000000e-01 -6.367187500000000000e-01 -1.390625000000000000e+00
4.435937500000000089e-01 7.851562500000000000e-01 5.468750000000000000e-02 1.173437500000000000e+01 1.078125000000000000e+01 -7.210937500000000888e-01 -1.867187500000000444e-01 -3.906250000000000000e-01
3.485937500000000355e-01 6.601562500000000000e-01 6.468750000000000888e-02 1.323437500000000000e+01 9.781250000000000000e+00 5.539062500000000444e-01 3.828124999999993339e-02 -1.890625000000000000e+00
1.585937500000000056e-01 9.101562500000000000e-01 4.468750000000000500e-02 1.023437500000000000e+01 1.178125000000000000e+01 -2.960937500000000444e-01 -4.117187499999999667e-01 -8.906250000000000000e-01
1.467187500000000089e-01 6.757812500000000000e-01 3.843749999999999944e-02 1.117187500000000000e+01 1.215625000000000000e+01 -7.742187499999999556e-01 -1.023437500000000666e-01 -4.531250000000000000e-01
3.367187500000000111e-01 9.257812500000000000e-01 5.843750000000000333e-02 1.417187500000000000e+01 1.015625000000000000e+01 7.578124999999991118e-02 -5.523437499999999112e-01 -1.453125000000000000e+00
4.317187499999999845e-01 5.507812500000000000e-01 6.843750000000001221e-02 1.267187500000000000e+01 9.156250000000000000e+00 -3.492187500000000222e-01 -3.273437499999999889e-01 -9.531250000000000000e-01
2.417187499999999822e-01 8.007812500000000000e-01 4.843750000000000139e-02 1.567187500000000000e+01 1.115625000000000000e+01 5.007812499999999556e-01 1.226562499999999112e-01 -1.953125000000000000e+00
2.892187499999999689e-01 6.132812500000000000e-01 5.343749999999999889e-02 1.042187500000000000e+01 9.656250000000000000e+00 2.882812500000000444e-01 -2.148437500000000000e-01 -1.203125000000000000e+00
4.792187500000000266e-01 8.632812500000000000e-01 3.343750000000000194e-02 1.342187500000000000e+01 1.165625000000000000e+01 -5.617187500000000444e-01 -6.648437499999999556e-01 -2.031250000000000000e-01
3.842187499999999978e-01 7.382812500000000000e-01 4.343750000000000389e-02 1.192187500000000000e+01 1.265625000000000000e+01 -1.367187500000000000e-01 -4.398437499999999778e-01 -1.703125000000000000e+00
1.942187499999999956e-01 9.882812500000000000e-01 6.343750000000000777e-02 1.492187500000000000e+01 1.065625000000000000e+01 -9.867187499999999778e-01 1.015624999999997780e-02 -7.031250000000000000e-01
1.704687500000000022e-01 5.195312500000000000e-01 4.593750000000000611e-02 1.304687500000000000e+01 1.040625000000000000e+01 -8.804687500000000222e-01 -4.609375000000004441e-02 -1.578125000000000000e+00
3.604687500000000044e-01 7.695312500000000000e-01 6.593750000000000999e-02 1.004687500000000000e+01 1.240625000000000000e+01 -3.046875000000004441e-02 -4.960937500000000000e-01 -5.781250000000000000e-01
4.554687499999999778e-01 6.445312500000000000e-01 5.593750000000000111e-02 1.454687500000000000e+01 1.140625000000000000e+01 -4.554687499999999778e-01 -2.710937500000000222e-01 -1.078125000000000000e+00
2.654687500000000311e-01 8.945312500000000000e-01 3.593749999999999722e-02 1.154687500000000000e+01 9.406250000000000000e+00 3.945312500000000000e-01 1.789062499999999334e-01 -7.812500000000000000e-02
2.179687499999999889e-01 7.070312500000000000e-01 6.093750000000000555e-02 1.379687500000000000e+01 1.190625000000000000e+01 6.070312499999999112e-01 -1.585937499999999778e-01 -8.281250000000000000e-01
4.079687499999999911e-01 9.570312500000000000e-01 4.093750000000000167e-02 1.079687500000000000e+01 9.906250000000000000e+00 -2.429687500000000666e-01 -6.085937499999999334e-01 -1.828125000000000000e+00
3.129687500000000178e-01 5.820312500000000000e-01 3.093749999999999972e-02 1.529687500000000000e+01 1.090625000000000000e+01 1.820312499999998668e-01 -3.835937500000000111e-01 -3.281250000000000000e-01
1.229687500000000017e-01 8.320312500000000000e-01 5.093750000000000361e-02 1.229687500000000000e+01 1.290625000000000000e+01 -6.679687500000000000e-01 6.640625000000000000e-02 -1.328125000000000000e+00
1.244531249999999978e-01 6.660156250000000000e-01 6.140625000000000250e-02 1.564843750000000000e+01 1.085937500000000000e+01 -2.894531249999999778e-01 -2.816406249999999778e-01 -1.023437500000000000e+00
3.144531250000000000e-01 9.160156250000000000e-01 4.140624999999999861e-02 1.264843750000000000e+01 1.285937500000000000e+01 5.605468750000000000e-01 1.683593749999999778e-01 -2.343750000000000000e-02
4.094531249999999734e-01 5.410156250000000000e-01 3.140624999999999667e-02 1.414843750000000000e+01 1.185937500000000000e+01 -7.144531250000000222e-01 -5.664062500000000000e-02 -1.523437500000000000e+00
2.194531249999999989e-01 7.910156250000000000e-01 5.140625000000000056e-02 1.114843750000000000e+01 9.859375000000000000e+00 1.355468749999999556e-01 -5.066406249999999556e-01 -5.234375000000000000e-01
2.669531250000000133e-01 6.035156250000000000e-01 4.640625000000000305e-02 1.489843750000000000e+01 1.135937500000000000e+01 -7.695312500000006661e-02 -3.941406249999999667e-01 -2.734375000000000000e-01
4.569531250000000155e-01 8.535156250000000000e-01 6.640625000000000000e-02 1.189843750000000000e+01 9.359375000000000000e+00 -9.269531250000000444e-01 5.585937499999993339e-02 -1.273437500000000000e+00
3.619531249999999867e-01 7.285156250000000000e-01 5.640625000000000500e-02 1.339843750000000000e+01 1.035937500000000000e+01 3.480468749999998668e-01 -1.691406250000000444e-01 -7.734375000000000000e-01
1.719531249999999845e-01 9.785156250000000000e-01 3.640625000000000111e-02 1.039843750000000000e+01 1.235937500000000000e+01 -5.019531250000000000e-01 -6.191406250000000000e-01 -1.773437500000000000e+00
1.957031249999999778e-01 5.097656250000000000e-01 5.390625000000000278e-02 1.152343750000000000e+01 1.260937500000000000e+01 -3.957031250000000444e-01 -3.378906250000000000e-01 -8.984375000000000000e-01
3.857031249999999800e-01 7.597656250000000000e-01 3.390624999999999889e-02 1.452343750000000000e+01 1.060937500000000000e+01 4.542968750000000444e-01 1.121093749999999556e-01 -1.898437500000000000e+00
4.807031250000000089e-01 6.347656250000000000e-01 4.390625000000000083e-02 1.002343750000000000e+01 9.609375000000000000e+00 -8.207031249999999778e-01 -1.128906250000000222e-01 -3.984375000000000000e-01
2.907031250000000067e-01 8.847656250000000000e-01 6.390624999999999778e-02 1.302343750000000000e+01 1.160937500000000000e+01 2.929687500000000000e-02 -5.628906249999999778e-01 -1.398437500000000000e+00
2.432031249999999922e-01 6.972656250000000000e-01 3.890625000000000333e-02 1.227343750000000000e+01 9.109375000000000000e+00 2.417968749999999112e-01 -4.503906249999999889e-01 -1.648437500000000000e+00
