# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--omega_b baryons--bacco_M_c baryons--bacco_M1_z0_cen baryons--bacco_beta baryons--bacco_eta baryons--bacco_theta_inn
4.053710937500000222e-01 7.514648437500000000e-01 4.816406250000000722e-02 1.443554687500000000e+01 1.096484375000000000e+01 -3.876953125000004441e-02 -5.409179687499999778e-01 -1.279296875000000000e+00
3.103710937499999933e-01 6.264648437500000000e-01 3.816406249999999833e-02 1.293554687500000000e+01 9.964843750000000000e+00 -4.637695312499999778e-01 -3.159179687500000000e-01 -7.792968750000000000e-01
1.203710937499999911e-01 8.764648437500000000e-01 5.816406250000000222e-02 1.593554687500000000e+01 1.196484375000000000e+01 3.862304687500000000e-01 1.340820312499999556e-01 -1.779296875000000000e+00
1.205566406249999889e-01 6.882324218750000000e-01 6.291015625000001554e-02 1.392871093750000000e+01 1.144726562500000000e+01 2.276855468749998668e-01 5.805664062499993339e-02 -3.408203125000000000e-01
3.105566406249999911e-01 9.382324218750000000e-01 4.291015624999999778e-02 1.092871093750000000e+01 9.447265625000000000e+00 -6.223144531250000000e-01 -3.919433593749999667e-01 -1.340820312500000000e+00
4.055566406250000200e-01 5.632324218750000000e-01 3.291015625000000278e-02 1.542871093750000000e+01 1.044726562500000000e+01 6.526855468749999112e-01 -6.169433593750000000e-01 -8.408203125000000000e-01
2.155566406249999900e-01 8.132324218750000000e-01 5.291015625000000666e-02 1.242871093750000000e+01 1.244726562500000000e+01 -1.973144531250000666e-01 -1.669433593750000444e-01 -1.840820312500000000e+00
2.630566406250000044e-01 5.007324218750000000e-01 4.791015625000000222e-02 1.317871093750000000e+01 1.094726562500000000e+01 -4.098144531249999778e-01 1.705566406249999778e-01 -1.090820312500000000e+00
4.530566406250000067e-01 7.507324218750000000e-01 6.791015625000000611e-02 1.017871093750000000e+01 1.294726562500000000e+01 4.401855468750000000e-01 -2.794433593749999778e-01 -9.082031250000000000e-02
3.580566406249999778e-01 6.257324218750000000e-01 5.791015625000000416e-02 1.467871093750000000e+01 1.194726562500000000e+01 -8.348144531250000222e-01 -5.044433593749999556e-01 -1.590820312500000000e+00
1.680566406250000033e-01 8.757324218750000000e-01 3.791015625000000028e-02 1.167871093750000000e+01 9.947265625000000000e+00 1.518554687499995559e-02 -5.444335937500000000e-02 -5.908203125000000000e-01
1.918066406249999967e-01 5.944824218750000000e-01 5.041015625000000444e-02 1.055371093750000000e+01 9.197265625000000000e+00 -9.106445312500000000e-02 1.806640625000022204e-03 -1.715820312500000000e+00
3.818066406249999711e-01 8.444824218750000000e-01 3.041015625000000056e-02 1.355371093750000000e+01 1.119726562500000000e+01 -9.410644531249999778e-01 -4.481933593749999889e-01 -7.158203125000000000e-01
4.768066406250000000e-01 7.194824218750000000e-01 4.041015625000000250e-02 1.205371093750000000e+01 1.219726562500000000e+01 3.339355468750000444e-01 -6.731933593749999112e-01 -1.215820312500000000e+00
2.868066406249999978e-01 9.694824218750000000e-01 6.041015625000000638e-02 1.505371093750000000e+01 1.019726562500000000e+01 -5.160644531250000444e-01 -2.231933593750000111e-01 -2.158203125000000000e-01
2.393066406250000111e-01 6.569824218750000000e-01 3.541015624999999806e-02 1.130371093750000000e+01 1.269726562500000000e+01 -3.035644531250000222e-01 1.143066406249999556e-01 -9.658203125000000000e-01
4.293066406250000133e-01 9.069824218750000000e-01 5.541015625000000888e-02 1.430371093750000000e+01 1.069726562500000000e+01 5.464355468749999556e-01 -3.356933593750000000e-01 -1.965820312500000000e+00
3.343066406249999845e-01 5.319824218750000000e-01 6.541015625000000389e-02 1.280371093750000000e+01 9.697265625000000000e+00 -7.285644531249999556e-01 -5.606933593749999778e-01 -4.658203125000000000e-01
1.443066406249999822e-01 7.819824218750000000e-01 4.541015625000000000e-02 1.580371093750000000e+01 1.169726562500000000e+01 1.214355468749999112e-01 -1.106933593750000222e-01 -1.465820312500000000e+00
1.561816406250000067e-01 5.476074218750000000e-01 3.166015625000000167e-02 1.486621093750000000e+01 1.232226562500000000e+01 4.933105468749998668e-01 -3.638183593750000111e-01 -1.903320312500000000e+00
3.461816406250000089e-01 7.976074218750000000e-01 5.166015625000000555e-02 1.186621093750000000e+01 1.032226562500000000e+01 -3.566894531250000000e-01 8.618164062500000000e-02 -9.033203125000000000e-01
4.411816406249999822e-01 6.726074218750000000e-01 6.166015625000000749e-02 1.336621093750000000e+01 9.322265625000000000e+00 6.831054687500004441e-02 -1.388183593749999778e-01 -1.403320312500000000e+00
2.511816406250000355e-01 9.226074218750000000e-01 4.166015625000000361e-02 1.036621093750000000e+01 1.132226562500000000e+01 -7.816894531250000444e-01 -5.888183593749999334e-01 -4.033203125000000000e-01
2.986816406250000222e-01 7.351074218750000000e-01 5.666015625000000305e-02 1.561621093750000000e+01 9.822265625000000000e+00 -9.941894531249999556e-01 -2.513183593750000222e-01 -6.533203125000000000e-01
4.886816406250000244e-01 9.851074218750000000e-01 3.666015624999999917e-02 1.261621093750000000e+01 1.182226562500000000e+01 -1.441894531249999778e-01 1.986816406249999334e-01 -1.653320312500000000e+00
3.936816406249999956e-01 6.101074218750000000e-01 4.666015625000000111e-02 1.411621093750000000e+01 1.282226562500000000e+01 -5.691894531250000222e-01 -2.631835937500004441e-02 -1.533203125000000000e-01
2.036816406249999933e-01 8.601074218750000000e-01 6.666015625000000500e-02 1.111621093750000000e+01 1.082226562500000000e+01 2.808105468749999556e-01 -4.763183593750000000e-01 -1.153320312500000000e+00
1.799316406250000000e-01 6.413574218750000000e-01 4.416015624999999889e-02 1.299121093750000000e+01 1.007226562500000000e+01 3.870605468749999112e-01 -4.200683593749999778e-01 -2.832031250000000000e-02
3.699316406250000022e-01 8.913574218750000000e-01 6.416015625000000278e-02 1.599121093750000000e+01 1.207226562500000000e+01 -4.629394531250000666e-01 2.993164062499997780e-02 -1.028320312500000000e+00
4.649316406249999756e-01 5.163574218750000000e-01 5.416015625000000777e-02 1.149121093750000000e+01 1.107226562500000000e+01 -3.793945312500002220e-02 -1.950683593750000000e-01 -5.283203125000000000e-01
2.749316406249999734e-01 7.663574218750000000e-01 3.416015624999999695e-02 1.449121093750000000e+01 9.072265625000000000e+00 -8.879394531250000000e-01 -6.450683593749999556e-01 -1.528320312500000000e+00
2.274316406249999867e-01 5.788574218750000000e-01 6.916015625000000722e-02 1.224121093750000000e+01 1.157226562500000000e+01 -6.754394531250000888e-01 -3.075683593749999889e-01 -1.278320312500000000e+00
4.174316406249999889e-01 8.288574218750000000e-01 4.916015625000000333e-02 1.524121093750000000e+01 9.572265625000000000e+00 1.745605468750000000e-01 1.424316406249999112e-01 -2.783203125000000000e-01
3.224316406249999600e-01 7.038574218750000000e-01 3.916015625000000139e-02 1.074121093750000000e+01 1.057226562500000000e+01 -2.504394531250000444e-01 -8.256835937500006661e-02 -1.778320312500000000e+00
1.324316406249999856e-01 9.538574218750000000e-01 5.916015625000000527e-02 1.374121093750000000e+01 1.257226562500000000e+01 5.995605468750000444e-01 -5.325683593749999112e-01 -7.783203125000000000e-01
1.383691406249999978e-01 5.710449218750000000e-01 4.228515624999999722e-02 1.120996093750000000e+01 9.634765625000000000e+00 -8.082519531249999778e-01 -1.810058593750000222e-01 -1.059570312500000000e+00
3.283691406250000000e-01 8.210449218750000000e-01 6.228515625000000805e-02 1.420996093750000000e+01 1.163476562500000000e+01 4.174804687500000000e-02 -6.310058593749999778e-01 -5.957031250000000000e-02
4.233691406249999734e-01 6.960449218750000000e-01 5.228515625000000611e-02 1.270996093750000000e+01 1.263476562500000000e+01 -3.832519531250000444e-01 -4.060058593750000000e-01 -1.559570312500000000e+00
2.333691406249999989e-01 9.460449218750000000e-01 3.228515625000000222e-02 1.570996093750000000e+01 1.063476562500000000e+01 4.667480468750000444e-01 4.399414062499995559e-02 -5.595703125000000000e-01
2.808691406250000133e-01 6.335449218750000000e-01 6.728515625000000555e-02 1.045996093750000000e+01 1.213476562500000000e+01 6.792480468749999556e-01 -6.850585937499997780e-02 -3.095703125000000000e-01
4.708691406250000155e-01 8.835449218750000000e-01 4.728515625000000167e-02 1.345996093750000000e+01 1.013476562500000000e+01 -1.707519531250000222e-01 -5.185058593749999334e-01 -1.309570312500000000e+00
3.758691406249999867e-01 5.085449218750000000e-01 3.728515624999999972e-02 1.195996093750000000e+01 9.134765625000000000e+00 2.542480468749999112e-01 -2.935058593750000111e-01 -8.095703125000000000e-01
1.858691406249999845e-01 7.585449218750000000e-01 5.728515625000000361e-02 1.495996093750000000e+01 1.113476562500000000e+01 -5.957519531249999556e-01 1.564941406250000000e-01 -1.809570312500000000e+00
2.096191406249999778e-01 7.272949218750000000e-01 3.478515624999999750e-02 1.308496093750000000e+01 1.188476562500000000e+01 -7.020019531250000222e-01 -2.372558593749999889e-01 -9.345703125000000000e-01
3.996191406249999800e-01 9.772949218750000000e-01 5.478515625000000833e-02 1.008496093750000000e+01 9.884765625000000000e+00 1.479980468749999556e-01 -6.872558593750000000e-01 -1.934570312500000000e+00
4.946191406250000089e-01 6.022949218750000000e-01 6.478515625000000333e-02 1.458496093750000000e+01 1.088476562500000000e+01 -2.770019531249999778e-01 -4.622558593749999667e-01 -4.345703125000000000e-01
3.046191406250000067e-01 8.522949218750000000e-01 4.478515624999999944e-02 1.158496093750000000e+01 1.288476562500000000e+01 5.729980468750000000e-01 -1.225585937500006661e-02 -1.434570312500000000e+00
2.571191406249999645e-01 5.397949218750000000e-01 5.978515625000000583e-02 1.383496093750000000e+01 1.038476562500000000e+01 3.604980468749998668e-01 -1.247558593750000000e-01 -1.684570312500000000e+00
4.471191406250000222e-01 7.897949218750000000e-01 3.978515625000000194e-02 1.083496093750000000e+01 1.238476562500000000e+01 -4.895019531250000000e-01 -5.747558593749999556e-01 -6.845703125000000000e-01
3.521191406249999933e-01 6.647949218750000000e-01 4.978515625000000389e-02 1.533496093750000000e+01 1.138476562500000000e+01 -6.450195312500006661e-02 -3.497558593749999778e-01 -1.184570312500000000e+00
1.621191406249999911e-01 9.147949218750000000e-01 6.978515625000000777e-02 1.233496093750000000e+01 9.384765625000000000e+00 -9.145019531250000444e-01 1.002441406249999778e-01 -1.845703125000000000e-01
1.502441406249999944e-01 6.804199218750000000e-01 5.353515625000000722e-02 1.214746093750000000e+01 1.050976562500000000e+01 -5.426269531250000888e-01 -6.028808593749999112e-01 -7.470703125000000000e-01
3.402441406249999689e-01 9.304199218750000000e-01 3.353515624999999639e-02 1.514746093750000000e+01 1.250976562500000000e+01 3.073730468750000000e-01 -1.528808593749999556e-01 -1.747070312500000000e+00
4.352441406249999978e-01 5.554199218750000000e-01 4.353515624999999833e-02 1.064746093750000000e+01 1.150976562500000000e+01 -9.676269531250000222e-01 7.211914062500002220e-02 -2.470703125000000000e-01
2.452441406249999956e-01 8.054199218750000000e-01 6.353515625000000222e-02 1.364746093750000000e+01 9.509765625000000000e+00 -1.176269531250000444e-01 -3.778808593749999889e-01 -1.247070312500000000e+00
2.927441406249999822e-01 6.179199218750000000e-01 3.853515625000000083e-02 1.289746093750000000e+01 1.100976562500000000e+01 9.487304687499986677e-02 -4.903808593749999778e-01 -1.997070312500000000e+00
4.827441406249999845e-01 8.679199218750000000e-01 5.853515625000000472e-02 1.589746093750000000e+01 9.009765625000000000e+00 -7.551269531250000000e-01 -4.038085937500002220e-02 -9.970703125000000000e-01
3.877441406250000111e-01 7.429199218750000000e-01 6.853515625000000666e-02 1.139746093750000000e+01 1.000976562500000000e+01 5.198730468749999112e-01 1.846191406249999556e-01 -1.497070312500000000e+00
1.977441406250000089e-01 9.929199218750000000e-01 4.853515625000000278e-02 1.439746093750000000e+01 1.200976562500000000e+01 -3.301269531250000666e-01 -2.653808593750000000e-01 -4.970703125000000000e-01
1.739941406249999878e-01 5.241699218750000000e-01 6.103515625000000000e-02 1.552246093750000000e+01 1.275976562500000000e+01 -2.238769531250000000e-01 -6.591308593749999334e-01 -1.372070312500000000e+00
3.639941406250000178e-01 7.741699218750000000e-01 4.103515625000000305e-02 1.252246093750000000e+01 1.075976562500000000e+01 6.261230468749998668e-01 -2.091308593749999778e-01 -3.720703125000000000e-01
4.589941406249999911e-01 6.491699218750000000e-01 3.103515624999999764e-02 1.402246093750000000e+01 9.759765625000000000e+00 -6.488769531250000444e-01 1.586914062500000000e-02 -1.872070312500000000e+00
2.689941406249999889e-01 8.991699218750000000e-01 5.103515625000000500e-02 1.102246093750000000e+01 1.175976562500000000e+01 2.011230468750000444e-01 -4.341308593749999556e-01 -8.720703125000000000e-01
2.214941406250000022e-01 7.116699218750000000e-01 4.603515625000000056e-02 1.477246093750000000e+01 9.259765625000000000e+00 -1.137695312499997780e-02 -5.466308593750000000e-01 -1.220703125000000000e-01
4.114941406250000044e-01 9.616699218750000000e-01 6.603515625000000444e-02 1.177246093750000000e+01 1.125976562500000000e+01 -8.613769531249999556e-01 -9.663085937500004441e-02 -1.122070312500000000e+00
3.164941406250000311e-01 5.866699218750000000e-01 5.603515625000000250e-02 1.327246093750000000e+01 1.225976562500000000e+01 4.136230468749999556e-01 1.283691406249999334e-01 -6.220703125000000000e-01
1.264941406250000011e-01 8.366699218750000000e-01 3.603515624999999861e-02 1.027246093750000000e+01 1.025976562500000000e+01 -4.363769531250000222e-01 -3.216308593749999667e-01 -1.622070312500000000e+00
1.294628906249999933e-01 5.124511718750000000e-01 5.509765625000000167e-02 1.247558593750000000e+01 1.166601562500000000e+01 -3.168457031250000444e-01 -7.553710937500002220e-02 -1.200195312500000000e+00
3.194628906249999956e-01 7.624511718750000000e-01 3.509765624999999778e-02 1.547558593750000000e+01 9.666015625000000000e+00 5.331542968750000444e-01 -5.255371093749999778e-01 -2.001953125000000000e-01
4.144628906250000244e-01 6.374511718750000000e-01 4.509765624999999972e-02 1.097558593750000000e+01 1.066601562500000000e+01 -7.418457031250000888e-01 -3.005371093750000000e-01 -1.700195312500000000e+00
2.244628906249999944e-01 8.874511718750000000e-01 6.509765624999999667e-02 1.397558593750000000e+01 1.266601562500000000e+01 1.081542968750000000e-01 1.494628906249999556e-01 -7.001953125000000000e-01
2.719628906250000089e-01 6.999511718750000000e-01 3.009765625000000028e-02 1.172558593750000000e+01 1.016601562500000000e+01 -1.043457031250000222e-01 -1.880371093749999556e-01 -4.501953125000000000e-01
4.619628906250000111e-01 9.499511718750000000e-01 5.009765625000000416e-02 1.472558593750000000e+01 1.216601562500000000e+01 -9.543457031250000000e-01 -6.380371093749999112e-01 -1.450195312500000000e+00
3.669628906249999822e-01 5.749511718750000000e-01 6.009765625000000611e-02 1.022558593750000000e+01 1.116601562500000000e+01 3.206542968749999112e-01 -4.130371093749999889e-01 -9.501953125000000000e-01
1.769628906249999800e-01 8.249511718750000000e-01 4.009765625000000222e-02 1.322558593750000000e+01 9.166015625000000000e+00 -5.293457031249999556e-01 3.696289062500002220e-02 -1.950195312500000000e+00
2.007128906250000011e-01 6.687011718750000000e-01 6.759765624999999889e-02 1.510058593750000000e+01 9.916015625000000000e+00 -4.230957031250000000e-01 -1.317871093750000444e-01 -8.251953125000000000e-01
3.907128906249999756e-01 9.187011718750000000e-01 4.759765625000000194e-02 1.210058593750000000e+01 1.191601562500000000e+01 4.269042968749998668e-01 -5.817871093750000000e-01 -1.825195312500000000e+00
4.857128906250000044e-01 5.437011718750000000e-01 3.759765625000000000e-02 1.360058593750000000e+01 1.291601562500000000e+01 -8.480957031250000444e-01 -3.567871093749999667e-01 -3.251953125000000000e-01
2.957128906250000022e-01 7.937011718750000000e-01 5.759765625000000389e-02 1.060058593750000000e+01 1.091601562500000000e+01 1.904296875000044409e-03 9.321289062499993339e-02 -1.325195312500000000e+00
2.482128906249999878e-01 6.062011718750000000e-01 4.259765625000000444e-02 1.585058593750000000e+01 1.241601562500000000e+01 2.144042968749999556e-01 -2.442871093749999778e-01 -1.575195312500000000e+00
4.382128906250000178e-01 8.562011718750000000e-01 6.259765625000000833e-02 1.285058593750000000e+01 1.041601562500000000e+01 -6.355957031250000222e-01 -6.942871093749999334e-01 -5.751953125000000000e-01
3.432128906249999889e-01 7.312011718750000000e-01 5.259765624999999944e-02 1.435058593750000000e+01 9.416015625000000000e+00 6.394042968750000000e-01 -4.692871093749999556e-01 -1.075195312500000000e+00
1.532128906249999867e-01 9.812011718750000000e-01 3.259765625000000250e-02 1.135058593750000000e+01 1.141601562500000000e+01 -2.105957031249999778e-01 -1.928710937500000000e-02 -7.519531250000000000e-02
1.650878906250000111e-01 7.468261718750000000e-01 4.884765625000000305e-02 1.003808593750000000e+01 1.254101562500000000e+01 -5.824707031250000444e-01 -4.974121093749999667e-01 -5.126953125000000000e-01
3.550878906250000133e-01 9.968261718750000000e-01 6.884765625000000000e-02 1.303808593750000000e+01 1.054101562500000000e+01 2.675292968750000444e-01 -4.741210937500006661e-02 -1.512695312500000000e+00
4.500878906249999867e-01 6.218261718750000000e-01 5.884765625000000500e-02 1.153808593750000000e+01 9.541015625000000000e+00 -1.574707031250000000e-01 1.775878906249999112e-01 -1.269531250000000000e-02
2.600878906249999845e-01 8.718261718750000000e-01 3.884765625000000111e-02 1.453808593750000000e+01 1.154101562500000000e+01 6.925292968749998668e-01 -2.724121093749999889e-01 -1.012695312500000000e+00
3.075878906250000266e-01 5.593261718750000000e-01 6.384765624999999556e-02 1.078808593750000000e+01 9.041015625000000000e+00 4.800292968749999556e-01 -6.099121093749999556e-01 -1.762695312500000000e+00
4.975878906249999734e-01 8.093261718750000000e-01 4.384765625000000555e-02 1.378808593750000000e+01 1.104101562500000000e+01 -3.699707031250000222e-01 -1.599121093750000000e-01 -7.626953125000000000e-01
4.025878906250000000e-01 6.843261718750000000e-01 3.384765624999999667e-02 1.228808593750000000e+01 1.204101562500000000e+01 5.502929687499991118e-02 6.508789062499997780e-02 -1.262695312500000000e+00
2.125878906249999978e-01 9.343261718750000000e-01 5.384765625000000056e-02 1.528808593750000000e+01 1.004101562500000000e+01 -7.949707031249999556e-01 -3.849121093749999778e-01 -2.626953125000000000e-01
1.888378906250000044e-01 5.905761718750000000e-01 3.634765624999999889e-02 1.416308593750000000e+01 1.079101562500000000e+01 -9.012207031250000222e-01 -5.536621093749999334e-01 -1.387695312500000000e+00
3.788378906250000067e-01 8.405761718750000000e-01 5.634765625000000278e-02 1.116308593750000000e+01 1.279101562500000000e+01 -5.122070312500004441e-02 -1.036621093749999778e-01 -3.876953125000000000e-01
4.738378906249999800e-01 7.155761718750000000e-01 6.634765624999999778e-02 1.566308593750000000e+01 1.179101562500000000e+01 -4.762207031249999778e-01 1.213378906250000000e-01 -1.887695312500000000e+00
2.838378906249999778e-01 9.655761718750000000e-01 4.634765625000000083e-02 1.266308593750000000e+01 9.791015625000000000e+00 3.737792968750000000e-01 -3.286621093750000111e-01 -8.876953125000000000e-01
2.363378906249999911e-01 6.530761718750000000e-01 5.134765624999999833e-02 1.341308593750000000e+01 1.129101562500000000e+01 5.862792968749999112e-01 -6.661621093749999778e-01 -1.376953125000000000e-01
4.263378906249999933e-01 9.030761718750000000e-01 3.134765625000000139e-02 1.041308593750000000e+01 9.291015625000000000e+00 -2.637207031250000666e-01 -2.161621093750000222e-01 -1.137695312500000000e+00
3.313378906249999645e-01 5.280761718750000000e-01 4.134765625000000333e-02 1.491308593750000000e+01 1.029101562500000000e+01 1.612792968749998668e-01 8.837890624999955591e-03 -6.376953125000000000e-01
1.413378906249999900e-01 7.780761718750000000e-01 6.134765625000000722e-02 1.191308593750000000e+01 1.229101562500000000e+01 -6.887207031250000000e-01 -4.411621093750000000e-01 -1.637695312500000000e+00
1.354003906250000056e-01 6.296386718750000000e-01 3.947265625000000167e-02 1.594433593750000000e+01 9.478515625000000000e+00 2.940917968749998668e-01 1.635253906249999334e-01 -4.189453125000000000e-01
3.254003906250000355e-01 8.796386718750000000e-01 5.947265625000000555e-02 1.294433593750000000e+01 1.147851562500000000e+01 -5.559082031250000000e-01 -2.864746093750000222e-01 -1.418945312500000000e+00
4.204003906250000089e-01 5.046386718750000000e-01 6.947265625000001443e-02 1.444433593750000000e+01 1.247851562500000000e+01 -1.309082031250000666e-01 -5.114746093750000000e-01 -9.189453125000000000e-01
2.304003906250000067e-01 7.546386718750000000e-01 4.947265625000000361e-02 1.144433593750000000e+01 1.047851562500000000e+01 -9.809082031250000444e-01 -6.147460937500004441e-02 -1.918945312500000000e+00
2.779003906249999933e-01 5.671386718750000000e-01 5.447265625000000111e-02 1.519433593750000000e+01 1.297851562500000000e+01 -7.684082031250000222e-01 5.102539062500000000e-02 -1.168945312500000000e+00
4.679003906249999956e-01 8.171386718750000000e-01 3.447265624999999722e-02 1.219433593750000000e+01 1.097851562500000000e+01 8.159179687499995559e-02 -3.989746093750000111e-01 -1.689453125000000000e-01
3.729003906250000222e-01 6.921386718750000000e-01 4.447265624999999917e-02 1.369433593750000000e+01 9.978515625000000000e+00 -3.434082031249999778e-01 -6.239746093749999334e-01 -1.668945312500000000e+00
1.829003906249999922e-01 9.421386718750000000e-01 6.447265625000000999e-02 1.069433593750000000e+01 1.197851562500000000e+01 5.065917968750000000e-01 -1.739746093749999778e-01 -6.689453125000000000e-01
2.066503906250000133e-01 5.358886718750000000e-01 4.697265625000000139e-02 1.181933593750000000e+01 1.122851562500000000e+01 6.128417968749999556e-01 1.072753906249999112e-01 -1.543945312500000000e+00
3.966503906250000155e-01 7.858886718750000000e-01 6.697265625000001221e-02 1.481933593750000000e+01 9.228515625000000000e+00 -2.371582031250000222e-01 -3.427246093749999889e-01 -5.439453125000000000e-01
4.916503906249999889e-01 6.608886718750000000e-01 5.697265625000000333e-02 1.031933593750000000e+01 1.022851562500000000e+01 1.878417968749999112e-01 -5.677246093749999112e-01 -1.043945312500000000e+00
3.016503906249999867e-01 9.108886718750000000e-01 3.697265624999999944e-02 1.331933593750000000e+01 1.222851562500000000e+01 -6.621582031249999556e-01 -1.177246093750000666e-01 -4.394531250000000000e-02
2.541503906250000000e-01 7.233886718750000000e-01 6.197265625000000777e-02 1.256933593750000000e+01 1.072851562500000000e+01 -8.746582031249999778e-01 -5.224609375000022204e-03 -7.939453125000000000e-01
4.441503906250000022e-01 9.733886718750000000e-01 4.197265625000000389e-02 1.556933593750000000e+01 1.272851562500000000e+01 -2.465820312500000000e-02 -4.552246093749999778e-01 -1.793945312500000000e+00
3.491503906249999734e-01 5.983886718750000000e-01 3.197265625000000194e-02 1.106933593750000000e+01 1.172851562500000000e+01 -4.496582031250000444e-01 -6.802246093749999556e-01 -2.939453125000000000e-01
1.591503906249999989e-01 8.483886718750000000e-01 5.197265624999999889e-02 1.406933593750000000e+01 9.728515625000000000e+00 4.003417968750000444e-01 -2.302246093750000000e-01 -1.293945312500000000e+00
1.472753906250000022e-01 6.140136718750000000e-01 6.572265625000001110e-02 1.350683593750000000e+01 1.035351562500000000e+01 2.846679687499986677e-02 -2.583496093750000111e-01 -1.856445312500000000e+00
3.372753906250000044e-01 8.640136718750000000e-01 4.572265625000000028e-02 1.050683593750000000e+01 1.235351562500000000e+01 -8.215332031250000000e-01 1.916503906250000000e-01 -8.564453125000000000e-01
4.322753906249999778e-01 7.390136718750000000e-01 3.572265624999999833e-02 1.500683593750000000e+01 1.135351562500000000e+01 4.534667968749999112e-01 -3.334960937499997780e-02 -1.356445312500000000e+00
2.422753906250000033e-01 9.890136718750000000e-01 5.572265625000000222e-02 1.200683593750000000e+01 9.353515625000000000e+00 -3.965332031250000666e-01 -4.833496093749999889e-01 -3.564453125000000000e-01
2.897753906250000178e-01 6.765136718750000000e-01 4.072265625000000278e-02 1.425683593750000000e+01 1.185351562500000000e+01 -1.840332031250000444e-01 -3.708496093750000000e-01 -6.064453125000000000e-01
