# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
2.000634765625000089e-01 7.247314453125000000e-01 6.154785156250000000e-01 6.227539062500000305e-02 9.511035156250000622e-01 -1.365895019531250032e+00 -4.333496093750000000e+00 2.492675781250000000e+00 -7.568359375000000000e-02 -2.795410156250000000e+00 8.286132812500000000e-01
3.900634765625000111e-01 9.747314453125000000e-01 7.954785156250000488e-01 4.227539062499999917e-02 1.051103515625000151e+00 -5.328950195312500693e-01 6.665039062500000000e-01 -2.507324218750000000e+00 4.924316406250000000e+00 2.204589843750000000e+00 1.828613281250000000e+00
4.850634765624999845e-01 5.997314453125000000e-01 8.854785156250000178e-01 5.227539062500000111e-02 1.001103515625000107e+00 -1.782395019531250124e+00 3.166503906250000000e+00 4.992675781250000000e+00 -2.575683593750000000e+00 4.704589843750000000e+00 3.286132812500000000e-01
2.950634765624999822e-01 8.497314453125000000e-01 7.054785156250000799e-01 3.227539062499999722e-02 9.011035156250000178e-01 -9.493950195312499396e-01 -1.833496093750000000e+00 -7.324218750000000000e-03 2.424316406250000000e+00 -2.954101562500000000e-01 1.328613281250000000e+00
2.475634765624999956e-01 5.372314453125000000e-01 7.504785156250000089e-01 6.727539062500001443e-02 9.761035156249999734e-01 -1.157645019531249986e+00 -3.083496093750000000e+00 -3.757324218750000000e+00 -1.325683593750000000e+00 3.454589843750000000e+00 7.861328125000000000e-02
4.375634765624999978e-01 7.872314453125000000e-01 5.704785156250000711e-01 4.727539062500000361e-02 8.761035156249999956e-01 -1.990645019531249948e+00 1.916503906250000000e+00 1.242675781250000000e+00 3.674316406250000000e+00 -1.545410156250000000e+00 1.078613281250000000e+00
3.425634765624999689e-01 6.622314453125000000e-01 6.604785156250000400e-01 5.727539062500000555e-02 9.261035156250000400e-01 -7.411450195312501155e-01 4.416503906250000000e+00 -1.257324218750000000e+00 -3.825683593750000000e+00 -4.045410156250000000e+00 5.786132812500000000e-01
1.525634765624999944e-01 9.122314453125000000e-01 8.404785156250000888e-01 3.727539062500000167e-02 1.026103515625000018e+00 -1.574145019531250078e+00 -5.834960937500000000e-01 3.742675781250000000e+00 1.174316406250000000e+00 9.545898437500000000e-01 1.578613281250000000e+00
1.644384765624999911e-01 6.778564453125000000e-01 7.842285156250000666e-01 3.352539062499999833e-02 1.019853515624999929e+00 -1.938582519531250048e+00 3.540039062500000000e-01 9.301757812500000000e-01 2.368164062500000000e-01 -2.482910156250000000e+00 1.391113281250000000e+00
3.544384765624999933e-01 9.278564453125000000e-01 6.042285156250000178e-01 5.352539062500000222e-02 9.198535156250000622e-01 -1.105582519531250085e+00 -4.645996093750000000e+00 -4.069824218750000000e+00 -4.763183593750000000e+00 2.517089843750000000e+00 3.911132812500000000e-01
4.494384765625000222e-01 5.528564453125000000e-01 6.942285156250000977e-01 4.352539062500000028e-02 9.698535156249999956e-01 -1.522082519531249956e+00 -2.145996093750000000e+00 3.430175781250000000e+00 2.736816406250000000e+00 1.708984375000000000e-02 1.891113281250000000e+00
2.594384765624999645e-01 8.028564453125000000e-01 8.742285156250000355e-01 6.352539062500001110e-02 1.069853515624999973e+00 -6.890825195312499929e-01 2.854003906250000000e+00 -1.569824218750000000e+00 -2.263183593750000000e+00 -4.982910156250000000e+00 8.911132812500000000e-01
3.069384765625000067e-01 6.153564453125000000e-01 5.592285156250000888e-01 3.852539062500000278e-02 9.448535156249999734e-01 -4.808325195312501688e-01 1.604003906250000000e+00 -2.819824218750000000e+00 1.486816406250000000e+00 1.267089843750000000e+00 1.641113281250000000e+00
4.969384765625000089e-01 8.653564453125000000e-01 7.392285156250000266e-01 5.852539062500000666e-02 1.044853515625000062e+00 -1.313832519531250131e+00 -3.395996093750000000e+00 2.180175781250000000e+00 -3.513183593750000000e+00 -3.732910156250000000e+00 6.411132812500000000e-01
4.019384765624999800e-01 7.403564453125000000e-01 8.292285156250001066e-01 4.852539062499999778e-02 9.948535156250000178e-01 -8.973325195312500391e-01 -8.959960937500000000e-01 -3.198242187500000000e-01 3.986816406250000000e+00 -1.232910156250000000e+00 1.141113281250000000e+00
2.119384765624999778e-01 9.903564453125000000e-01 6.492285156250000577e-01 6.852539062500001554e-02 8.948535156250000400e-01 -1.730332519531250002e+00 4.104003906250000000e+00 4.680175781250000000e+00 -1.013183593750000000e+00 3.767089843750000000e+00 1.411132812500000000e-01
1.881884765624999845e-01 5.216064453125000000e-01 8.967285156250000000e-01 5.602539062500000444e-02 9.073535156249999956e-01 -1.626207519531249979e+00 9.790039062500000000e-01 -9.448242187500000000e-01 2.111816406250000000e+00 -1.857910156250000000e+00 1.611328125000000000e-02
3.781884765624999867e-01 7.716064453125000000e-01 7.167285156250000622e-01 3.602539062500000056e-02 1.007353515624999973e+00 -7.932075195312500160e-01 -4.020996093750000000e+00 4.055175781250000000e+00 -2.888183593750000000e+00 3.142089843750000000e+00 1.016113281250000000e+00
4.731884765625000155e-01 6.466064453125000000e-01 6.267285156249999822e-01 6.602539062500001332e-02 1.057353515625000018e+00 -1.209707519531249886e+00 -1.520996093750000000e+00 -3.444824218750000000e+00 4.611816406250000000e+00 6.420898437500000000e-01 5.161132812500000000e-01
2.831884765625000133e-01 8.966064453125000000e-01 8.067285156250000311e-01 4.602539062500000250e-02 9.573535156250000400e-01 -3.767075195312501457e-01 3.479003906250000000e+00 1.555175781250000000e+00 -3.881835937500000000e-01 -4.357910156250000000e+00 1.516113281250000000e+00
2.356884765624999989e-01 7.091064453125000000e-01 6.717285156250000222e-01 5.102539062500000000e-02 1.032353515625000107e+00 -5.849575195312499698e-01 2.229003906250000000e+00 2.805175781250000000e+00 8.618164062500000000e-01 1.892089843750000000e+00 7.661132812500000000e-01
4.256884765624999734e-01 9.591064453125000000e-01 8.517285156250000711e-01 3.102539062499999958e-02 9.323535156250000178e-01 -1.417957519531249932e+00 -2.770996093750000000e+00 -2.194824218750000000e+00 -4.138183593750000000e+00 -3.107910156250000000e+00 1.766113281250000000e+00
3.306884765625000000e-01 5.841064453125000000e-01 7.617285156249999911e-01 6.102539062500000888e-02 8.823535156249999734e-01 -1.001457519531250062e+00 -2.709960937500000000e-01 3.051757812500000000e-01 3.361816406250000000e+00 -6.079101562500000000e-01 2.661132812500000000e-01
1.406884765624999978e-01 8.341064453125000000e-01 5.817285156250000533e-01 4.102539062500000500e-02 9.823535156250000622e-01 -1.834457519531250025e+00 4.729003906250000000e+00 -4.694824218750000000e+00 -1.638183593750000000e+00 4.392089843750000000e+00 1.266113281250000000e+00
1.347509765624999856e-01 7.012939453125000000e-01 8.686035156250000444e-01 6.665039062500000000e-02 9.229785156249999956e-01 -4.027387695312500959e-01 -2.302246093750000000e+00 3.898925781250000000e+00 3.518066406250000000e+00 -3.576660156250000000e+00 1.859863281250000000e+00
3.247509765624999600e-01 9.512939453125000000e-01 6.886035156250001066e-01 4.665039062500000305e-02 1.022978515624999973e+00 -1.235738769531250059e+00 2.697753906250000000e+00 -1.101074218750000000e+00 -1.481933593750000000e+00 1.423339843750000000e+00 8.598632812500000000e-01
4.197509765624999889e-01 5.762939453125000000e-01 5.986035156250000266e-01 5.665039062500000500e-02 9.729785156250000400e-01 -8.192387695312499662e-01 1.977539062500000000e-01 1.398925781250000000e+00 1.018066406250000000e+00 3.923339843750000000e+00 1.359863281250000000e+00
2.297509765624999867e-01 8.262939453125000000e-01 7.786035156250000755e-01 3.665039062500000111e-02 8.729785156249999512e-01 -1.652238769531249929e+00 -4.802246093750000000e+00 -3.601074218750000000e+00 -3.981933593750000000e+00 -1.076660156250000000e+00 3.598632812500000000e-01
2.772509765624999734e-01 5.137939453125000000e-01 6.436035156250000666e-01 6.165039062500000250e-02 9.979785156250000622e-01 -1.860488769531249975e+00 -1.052246093750000000e+00 -2.351074218750000000e+00 4.768066406250000000e+00 2.673339843750000000e+00 1.109863281250000000e+00
4.672509765624999756e-01 7.637939453125000000e-01 8.236035156250001155e-01 4.165039062499999861e-02 8.979785156249999734e-01 -1.027488769531250012e+00 3.947753906250000000e+00 2.648925781250000000e+00 -2.319335937500000000e-01 -2.326660156250000000e+00 1.098632812500000000e-01
3.722509765625000022e-01 6.387939453125000000e-01 7.336035156250000355e-01 5.165039062500000056e-02 9.479785156250000178e-01 -1.443988769531249883e+00 1.447753906250000000e+00 -4.851074218750000000e+00 2.268066406250000000e+00 -4.826660156250000000e+00 1.609863281250000000e+00
1.822509765625000000e-01 8.887939453125000000e-01 5.536035156250000977e-01 3.165039062499999667e-02 1.047978515625000107e+00 -6.109887695312501421e-01 -3.552246093750000000e+00 1.489257812500000000e-01 -2.731933593750000000e+00 1.733398437500000000e-01 6.098632812500000000e-01
2.060009765624999933e-01 6.075439453125000000e-01 8.011035156250000400e-01 4.415039062500000083e-02 1.035478515624999929e+00 -7.151137695312501652e-01 -1.677246093750000000e+00 -4.226074218750000000e+00 4.143066406250000000e+00 -2.951660156250000000e+00 7.348632812500000000e-01
3.960009765624999956e-01 8.575439453125000000e-01 6.211035156249999911e-01 6.415039062499999778e-02 9.354785156250000622e-01 -1.548113769531250128e+00 3.322753906250000000e+00 7.739257812500000000e-01 -8.569335937500000000e-01 2.048339843750000000e+00 1.734863281250000000e+00
4.910009765625000244e-01 7.325439453125000000e-01 7.111035156250000711e-01 3.415039062499999889e-02 8.854785156250000178e-01 -1.131613769531250036e+00 8.227539062500000000e-01 -1.726074218750000000e+00 1.643066406250000000e+00 4.548339843750000000e+00 2.348632812500000000e-01
3.010009765625000222e-01 9.825439453125000000e-01 8.911035156250000089e-01 5.415039062500000278e-02 9.854785156249999956e-01 -1.964613769531249998e+00 -4.177246093750000000e+00 3.273925781250000000e+00 -3.356933593750000000e+00 -4.516601562500000000e-01 1.234863281250000000e+00
2.535009765625000355e-01 6.700439453125000000e-01 5.761035156250000622e-01 4.915039062499999833e-02 9.104785156250000400e-01 -1.756363769531249952e+00 -4.272460937500000000e-01 2.023925781250000000e+00 2.893066406250000000e+00 3.298339843750000000e+00 4.848632812500000000e-01
4.435009765624999822e-01 9.200439453125000000e-01 7.561035156250000000e-01 6.915039062500000222e-02 1.010478515625000018e+00 -9.233637695312499893e-01 4.572753906250000000e+00 -2.976074218750000000e+00 -2.106933593750000000e+00 -1.701660156250000000e+00 1.484863281250000000e+00
3.485009765625000089e-01 5.450439453125000000e-01 8.461035156250000799e-01 3.915039062500000333e-02 1.060478515625000062e+00 -1.339863769531250082e+00 2.072753906250000000e+00 4.523925781250000000e+00 3.930664062500000000e-01 -4.201660156250000000e+00 9.848632812500000000e-01
1.585009765625000067e-01 7.950439453125000000e-01 6.661035156250000311e-01 5.915039062500000722e-02 9.604785156249999734e-01 -5.068637695312501190e-01 -2.927246093750000000e+00 -4.760742187500000000e-01 -4.606933593750000000e+00 7.983398437500000000e-01 1.984863281250000000e+00
1.466259765624999822e-01 5.606689453125000000e-01 6.323535156250000844e-01 5.040039062499999944e-02 8.792285156250000400e-01 -8.713012695312500888e-01 3.010253906250000000e+00 -2.663574218750000000e+00 -4.294433593750000000e+00 -2.014160156250000000e+00 1.047363281250000000e+00
3.366259765624999845e-01 8.106689453125000000e-01 8.123535156250000222e-01 3.040039062499999903e-02 9.792285156250000178e-01 -1.704301269531250052e+00 -1.989746093750000000e+00 2.336425781250000000e+00 7.055664062500000000e-01 2.985839843750000000e+00 4.736328125000000000e-02
